"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H5XZBXWT","journalArticle","2011","Poynter, Brittany A.; Hunter, Jon J.; Coverdale, John H.; Kempinsky, Cheryl A.","Hard to swallow: a systematic review of deliberate foreign body ingestion.","General hospital psychiatry","","1873-7714 0163-8343","10.1016/j.genhosppsych.2011.06.011","","OBJECTIVE: Deliberate foreign body ingestion (DFBI) is often impulsively driven, repetitive and refractory to intervention and frequently necessitates multiple  medical interventions. As such, the frustrations among health care providers are  great, and the financial toll on health care is significant. Nevertheless, the  literature on DFBI is sparse, and suggestions for treatment planning and  management are limited. The authors sought to investigate and uncover efficacious  treatments and strategies for preventing reoccurrence in DFBI. We build on  earlier work by offering both broad and diagnosis-specific management strategies.  METHOD: A literature review was performed addressing the presentation, management  and prevention of reoccurrences of DFBI. Four cases of DFBI are presented  illustrating those psychiatric diagnoses (psychosis, malingering,  obsessive-compulsive disorder and borderline personality disorder) most  frequently encountered in hospital practice. Both broad and specific treatment  approaches are presented. RESULTS: Patients engaging in DFBI are best managed  through a multidisciplinary approach, following acute medical management.  Successful strategies for the prevention of reoccurrences of DFBI are  inconclusive. CONCLUSION: Understanding the function of this behavior is critical  in developing treatment for patients who engage in these dangerous, potentially  life-threatening, self-injurious behaviors. An amalgam of medical,  pharmacological and cognitive-behavioral interventions is recommended, as is  additional research.","2011-10","2024-12-18 04:02:31","2024-12-18 04:02:31","","518-524","","5","33","","Gen Hosp Psychiatry","","","","","","","","eng","Copyright © 2011 Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 21851984","","","","Humans; Female; Male; Treatment Outcome; Eating; Foreign Bodies/*psychology; Health Care Costs; Mental Disorders/diagnosis/economics/*psychology/*therapy; Self-Injurious Behavior/diagnosis/economics/*psychology/*therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5832NLD","journalArticle","1989","Friedman, E. M.","Caustic ingestions and foreign bodies in the aerodigestive tract of children.","Pediatric clinics of North America","","0031-3955","10.1016/s0031-3955(16)36796-7","","Caustic ingestions, both accidental and intentional, continue to cause significant morbidity and mortality. This article recommends the best methods of  managing caustic ingestion and the related problems of foreign bodies in the  digestive tracts of small children, and also stresses the need for prevention as  the best defense.","1989-12","2024-12-18 04:02:31","2024-12-18 04:02:31","","1403-1410","","6","36","","Pediatr Clin North Am","","","","","","","","eng","","","","","","","Place: United States PMID: 2685720","","","","Humans; Child; Radiography; *Foreign Bodies/diagnostic imaging/surgery; *Burns, Chemical/diagnosis/etiology/therapy; *Esophagus/injuries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IB9LAY5B","journalArticle","2014","Park, Soyeon; Choi, Dae Seob; Shin, Hwa Seon; Cho, Jae Min; Jeon, Kyung Nyeo; Bae, Kyung-Soo; Koh, Eun Ha; Park, Jung Je","Fish bone foreign bodies in the pharynx and upper esophagus: evaluation with 64-slice MDCT.","Acta radiologica (Stockholm, Sweden : 1987)","","1600-0455 0284-1851","10.1177/0284185113493087","","BACKGROUND: Fish bone (FB) is one of the common causes of foreign body impaction in the pharynx and esophagus. PURPOSE: To investigate the efficacy of 64-slice  multidetector computed tomography (MDCT) for the evaluation of pharynx and upper  esophageal FB foreign bodies. MATERIAL AND METHODS: Sixty-six patients with  suspected FB foreign body ingestion were examined by plain radiography (n = 40)  and unenhanced MDCT (n = 66). We analyzed the presence, location, size, shape,  and lying position of the foreign bodies. RESULTS: On MDCT, 46 foreign bodies  were detected. Among them, 45 were confirmed by endoscopy. The sensitivity of  MDCT for the detection of foreign bodies was 100%, which was superior to that of  the plain radiography (51.7%). The location of the foreign bodies was most common  in the upper esophagus (n = 22, 47.8%), followed by pharyngoesophageal junction  (n = 10, 21.7%), transjunctional (n = 7, 15.2%), hypopharynx (n = 5, 10.9%), and  oropharynx (n = 2, 4.3%). Their longest length was 5.3-40.1 mm (mean, 21.3 mm).  Thirty-three FBs (71.7%) were linear and 13 (28.3%) were flat in shape. They  showed transverse (n = 23, 50.0%), parallel (n = 13, 28.3%), and oblique  positions (n = 10, 21.7%) to the long axis of the pharynx and esophagus,  respectively. CONCLUSION: MDCT is useful for the evaluation of the pharynx and  upper esophageal FB foreign bodies.","2014-02","2024-12-18 04:02:31","2024-12-18 04:02:31","","8-13","","1","55","","Acta Radiol","","","","","","","","eng","","","","","","","Place: England PMID: 23884842","","","","Humans; Adult; Aged; Retrospective Studies; Female; Male; Middle Aged; Animals; Adolescent; Child; Foreign body; esophagus; Sensitivity and Specificity; fish bone; Foreign Bodies/*diagnostic imaging; *Fishes; Esophagus/*diagnostic imaging; multidetector computed tomography; Multidetector Computed Tomography/*methods; pharynx; Pharynx/*diagnostic imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFNKSZW4","journalArticle","2014","Petrea, S.; Brezean, I.","Self harm through foreign bodies ingestion - a rare cause of digestive perforation.","Journal of medicine and life","","1844-3117 1844-122X","","","Self-harm is a rare pathology, often seen in psychiatric patients but more frequently in the penitentiary environment. Of the many possible forms of  self-harm, foreign bodies (FB) ingestion is by far the most usual in the Romanian  prison environment. Our paper aims to present the diagnostic and therapeutic  aspects arising as a consequence of digestive tract perforations consequent upon  foreign bodies ingestion; we analyze a number of 45 cases which occurred over a  7-year period (2003-2010) in Rahova Penitentiary Hospital. We also examined the  surgical particularities of case resolution. ABBREVIATIONS: FB - foreign bodies,  EEA - end-to-end anastomosis.","2014-03-15","2024-12-18 04:02:31","2024-12-18 04:02:31","","67-74","","1","7","","J Med Life","","","","","","","","eng","","","","","","","Place: Romania PMID: 24653761  PMCID: PMC3956100","","","","Humans; Retrospective Studies; Female; Male; Age Factors; Sex Factors; Deglutition; foreign bodies; ingestion; Prisoners/*psychology; Romania/epidemiology; self-harm; Foreign Bodies/complications/*epidemiology/surgery; Intestinal Perforation/*epidemiology/etiology/surgery; Self-Injurious Behavior/*epidemiology/*pathology; Ultrasonography/methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AI3MXAVA","journalArticle","2024","Wu, Lei; Chen, Xiao-Yu; Ji, Dan; Zhang, Zhi-Guo; Mao, Xu-Ping","Foreign body-intestinal canal angle guides management of ingested foreign bodies in the lower gastrointestinal tract.","Abdominal radiology (New York)","","2366-0058","10.1007/s00261-024-04404-7","","BACKGROUND: Determining whether prompt surgery is required for patient with ingested foreign bodies is clinically important. PURPOSE: To evaluate the  potential value of computed tomography (CT) in guiding the selection of surgical  treatment for patients with ingested foreign bodies in the lower gastrointestinal  tract. METHODS: Between January 2014 and December 2023, we analyzed the data of  58 patients (median age: 65.4 years; range, 31-96 years) with ingested foreign  bodies in the lower gastrointestinal tract who underwent CT examinations.  Patients were treated either conservatively (35 cases) or surgically (23 cases).  The angle between the long axis of the foreign body and the intestinal canal  (FB-IC angle) was measured. CT findings and clinical variables were evaluated to  identify potential indicators for surgical treatment through univariate and  multivariate logistic regression analyses. RESULTS: Univariate analysis revealed  the FB-IC angle (P = 0.002), presence of free peritoneal gas (P = 0.002), white  blood cell count (P = 0.018), and neutrophil count (P = 0.007) as significant  factors associated with surgical treatment. Multivariate analysis demonstrated  that the FB-IC angle (odds ratio, 1.033; P = 0.045) and the presence of free  peritoneal gas (odds ratio, 41.335; P = 0.002) are independent indicators for  surgical management. The FB-IC angle showed an area under the receiver operating  characteristic curve of 0.755, with a cutoff value of 51.25 degrees. CONCLUSION:  The FB-IC angle and presence of free peritoneal gas serve as potential predictive  imaging markers for surgical intervention.","2024-11","2024-12-18 04:02:31","2024-12-18 04:02:31","","3759-3767","","11","49","","Abdom Radiol (NY)","","","","","","","","eng","© 2024. The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","","","","","","Place: United States PMID: 38829394","","","","Humans; Adult; Aged; Retrospective Studies; Female; Male; Middle Aged; Aged, 80 and over; Computed tomography; Foreign body; *Foreign Bodies/diagnostic imaging/surgery; *Tomography, X-Ray Computed/methods; Lower gastrointestinal tract; Lower Gastrointestinal Tract/diagnostic imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S35TL9LR","journalArticle","2014","Sahn, Benjamin; Mamula, Petar; Ford, Carol A.","Review of foreign body ingestion and esophageal food impaction management in adolescents.","The Journal of adolescent health : official publication of the Society for Adolescent Medicine","","1879-1972 1054-139X","10.1016/j.jadohealth.2014.01.022","","Foreign body ingestion is a common clinical scenario among patients of all ages. The immediate risk to the patient ranges from negligible to life threatening.  Initial and follow-up management strategies depend on multiple patient and  ingested object-related factors. Available literature on this topic tends to  focus on the small child or adult, leaving the clinician caring for adolescents  to extrapolate this information to guide decision making for individual patients.  This article reviews foreign body ingestion literature with important  implications to the adolescent patient and raises awareness of some highly  dangerous objects such as large button batteries, high-powered magnets, long  sharps, narcotic packages, and super absorbent objects. An additional focus  includes the management of esophageal food impaction. We highlight the unique  aspects to the care of the adolescent with intentional ingestion and co-morbid  psychiatric illness. The article concludes by discussing the challenges to  prevention of ingestion in the at-risk patient.","2014-08","2024-12-18 04:02:31","2024-12-18 04:02:31","","260-266","","2","55","","J Adolesc Health","","","","","","","","eng","Copyright © 2014 Society for Adolescent Health and Medicine. Published by Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 24686070","","","","Humans; Adult; United States; Female; Male; Adolescent; Risk Factors; Young Adult; Comorbidity; Incidence; Foreign body ingestion; *Eating; *Esophagus; *Food; Adolescent Behavior; Button batteries; Esophagoscopy/methods; Foreign Bodies/*diagnosis/epidemiology/*therapy; High-powered magnets; Intentional ingestion; Mental Disorders/diagnosis/epidemiology; Narcotic packets; Super absorbent objects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RD44MX36","journalArticle","2021","Tan, Sarah Siyin; Wang, Kai; Pang, Wenbo; Wu, Dongyang; Peng, Chunhui; Wang, Zengmeng; Zhang, Dan; Chen, Yajun","Etiology and surgical management of pediatric acute colon perforation beyond the neonatal stage.","BMC surgery","","1471-2482","10.1186/s12893-021-01213-3","","PURPOSE: Acute colon perforation is a pediatric surgical emergency. We aimed to analyze the different etiologies and clinical characteristics of acute  non-traumatic colon perforation beyond the neonatal period and to identify  surgical management and outcomes. METHODS: This retrospective study included 18  patients admitted with acute colon perforation and who received surgical  treatment. RESULTS: Age of patients ranged between 1 month and 15 years. Five  patients swallowed foreign objects (two swallowed magnets), two had colon  perforation secondary to a malignant tumor (both colorectal adenocarcinoma) and  two were iatrogenic (one prior colonoscopy, one air enema for intussusception).  There was one perforation due to chemotherapy and Amyand's hernia respectively.  The remaining seven patients had unknown etiologies; five of them were diagnosed  with colitis. Fifteen (83.3 %) patients underwent open laparotomy, among which  four attempted laparoscopy first. Three (16.7 %) patients underwent laparoscopic  surgery. Fourteen (77.8 %) patients received simple suture repairs and four  (22.2 %) received colonic resections and anastomosis. Four (22.2 %) patients  received a protective diverting colostomy and three (16.7 %) received an  ileostomy. CONCLUSIONS: There is a wide range of etiology besides necrotizing  enterocolitis and trauma, but a significant portion of children present with  unknown etiology. Type of surgery elected should be dependent on the patient's  etiology, disease severity and experience of surgeons.","2021-04-26","2024-12-18 04:02:31","2024-12-18 04:02:31","","212","","1","21","","BMC Surg","","","","","","","","eng","","","","","","","Place: England PMID: 33902548  PMCID: PMC8077714","","","","Humans; Retrospective Studies; Child; Infant; Infant, Newborn; Colonoscopy; *Colonic Diseases/etiology/surgery; *Intestinal Perforation/etiology/surgery; Anastomosis, Surgical; Colon perforation; Colon/surgery; Diverting colostomy; Etiology; Primary repair; Resection and anastomosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBRCNS6B","journalArticle","2020","Peters, S. M.; Davies, M.-A.; Van As, A. B.","Repeat injuries in childhood.","South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde","","2078-5135","10.7196/SAMJ.2020.v110i12.14546","","BACKGROUND: Injury remains a leading cause of childhood morbidity and mortality in the developing world. The probability of injury occurrence is influenced by  agent, host and environmental factors. Studies of repeat injuries in childhood  therefore provide insight into factors in the epidemiological triad predisposing  children to injury. OBJECTIVES: To determine the proportion of children and the  factors associated with repeat presentations to the Red Cross War Memorial  Children's Hospital Trauma Unit (RCWMCH TU) in Cape Town, South Africa, for all  non-transport-related injuries in childhood. METHODS: This was a retrospective  cohort study using data from the RCWMCH TU. We included children aged 0 - 10  years with first presentation from January 1997 to June 2013 and followed up  until the earlier of age 13 years or June 2016. We assessed individual and  population-level factors associated with repeat injury using multilevel Poisson  regression analysis. Child dependency ratios were derived from the 2011 National  Census. RESULTS: Between 1997 and 2013, 72 490 children aged &lt;10 years (59%  male) presented to the RCWMCH TU for the first time with injuries. After the  initial injury, 9 417 (13%) presented with a repeat injury by 2016 and before age  13 years. After adjusting for health subdistrict, distance from RCWMCH TU and age  at first presentation, factors associated with reduced repeat presentation were  injury identified as due to abuse (adjusted incidence rate ratio (aIRR) 0.6; 95%  confidence interval (CI) 0.4 - 0.7), fluid burn (aIRR 0.6; 95% CI 0.6 - 0.7),  foreign body ingestion (aIRR 0.7; 95% CI 0.7 - 0.9), and moderate and severe (v.  minor) initial injury (aIRR 0.9; 95% CI 0.8 - 0.9 and aIRR 0.7; 95% CI 0.6 - 0.8,  respectively), while boys were more likely to have repeat injury presentations  (aIRR 1.4; 95% CI 1.4 - 1.5). CONCLUSIONS: Repeat presentations were substantial  and associated with male gender. They occurred less commonly after fluid burn  injuries, foreign body ingestion and moderate to severe injuries. Children with  intentional injuries were also less likely to have a repeat presentation. Further  research is indicated for childhood injuries with greater propensity to repeat,  including non-height falls and sport-related injuries. Secondary injury  prevention education should not neglect patients with unintentional and minor  injuries. These results strengthen the hypothesis that injuries arise as a result  of sustained exposure to agent, host and environmental risk factors.","2020-11-27","2024-12-18 04:02:31","2024-12-18 04:02:31","","1218-1225","","12","110","","S Afr Med J","","","","","","","","eng","","","","","","","Place: South Africa PMID: 33403969","","","","Humans; Retrospective Studies; Female; Male; Trauma Centers; Cohort Studies; Adolescent; Child; Risk Factors; Child, Preschool; Infant; Hospitals, Pediatric; Burns/*epidemiology; Child Abuse/*statistics & numerical data; Foreign Bodies/*epidemiology; Reinjuries/*epidemiology; South Africa/epidemiology; Wounds and Injuries/*epidemiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCQIGJQI","journalArticle","2018","Ing, Richard J.; Hoagland, Monica; Mayes, Lena; Twite, Mark","The anesthetic management of button battery ingestion in children.","Canadian journal of anaesthesia = Journal canadien d'anesthesie","","1496-8975 0832-610X","10.1007/s12630-017-1023-9","","PURPOSE: Injuries related to button battery ingestion are common in children. This review provides an outline of the epidemiology, pathophysiology, management,  and anesthetic implications in children who have ingested a button battery.  SOURCE: A literature search was conducted in the United States National Library  of Medicine PubMed database using the terms ""button battery ingestion"" and  ""children' and ""removal"" and ""surgery"" and ""anesthesia"". Ninety-six articles  published in English were found from 1983-2017, and 62 of these articles were  incorporated into this review. Additionally, the Internet was searched with the  terms ""button battery ingestion and children"" to identify further entities,  organizations, and resources affiliated with button battery ingestion in  children. These additional sources were studied and included in this review.  PRINCIPAL FINDINGS: Button batteries are ubiquitous in homes and electronic  devices. Since 2006, larger-diameter and higher-voltage batteries have become  available. These are more likely to become impacted in the esophagus after  ingestion and lead to an increase in severe morbidity and mortality due to  caustic tissue injury. Children at the highest risk for complications are those  under six years of age who have ingested batteries > 20 mm in diameter and  sustain prolonged esophageal impaction at the level of the aortic arch with the  negative pole oriented anteriorly. CONCLUSION: Anesthesiologists need to know  about the epidemiology, pathophysiology, complications, and anesthetic management  of children who have ingested button batteries.","2018-03","2024-12-18 04:02:31","2024-12-18 04:02:31","","309-318","","3","65","","Can J Anaesth","","","","","","","","eng","","","","","","","Place: United States PMID: 29168156","","","","Humans; Child; Risk Factors; Eating; Electric Power Supplies/*adverse effects; Anesthetics/*administration & dosage; Burns, Chemical/etiology/therapy; Esophagus/injuries; Foreign Bodies/*complications/epidemiology/therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJD5FKIL","journalArticle","2017","Şencan, Arzu; Genişol, İncinur; Hoşgör, Münevver","Esophageal button battery ingestion in children.","Ulusal travma ve acil cerrahi dergisi = Turkish journal of trauma & emergency surgery : TJTES","","1307-7945 1306-696X","10.5505/tjtes.2016.72177","","BACKGROUND: Button battery lodged in the esophagus carries a high risk of morbidity and mortality. The purpose of this study was to present cases of  patients with esophageal button battery ingestion treated at our clinic and to  emphasize the importance of early diagnosis and treatment. METHODS: Records of  patients admitted to our hospital for foreign body ingestion between January 2010  and May 2015 were retrospectively reviewed. Cases with button battery lodged in  the esophagus were included in the study. Patient data regarding age, sex, length  of time after ingestion until admission, presenting clinical symptoms, type and  localization of the battery, management, and prognosis were analyzed. RESULTS:  Among 1891 foreign body ingestions, 71 were localized in the esophagus, and 8 of  those (11.2%) were cases of button battery ingestion. Mean age was 1.7 years.  Admission was within 6 hours of ingestion in 5 cases, after 24 hours had elapsed  in 2, and 1 month after ingestion in 1 case. All patients but 1 knew the history  of ingestion. Prompt endoscopic removal was performed for all patients. Three  patients developed esophageal stricture, which responded to dilatation.  CONCLUSION: Early recognition and timely endoscopic removal is mandatory in  esophageal button battery ingestion. It should be suspected in the differential  diagnosis of patients with persistent respiratory and gastrointestinal symptoms.","2017-07","2024-12-18 04:02:31","2024-12-18 04:02:31","","306-310","","4","23","","Ulus Travma Acil Cerrahi Derg","","","","","","","","eng","","","","","","","Place: Turkey PMID: 28762451","","","","Humans; Retrospective Studies; Prognosis; Child, Preschool; Infant; *Foreign Bodies; Electric Power Supplies/*adverse effects; *Esophageal Diseases/diagnostic imaging/physiopathology; *Esophagus/diagnostic imaging/physiopathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FUK2XQN6","journalArticle","2023","Ahmed, Mohammed Elrabie; Refaie, Bahaa Mohammed; Ahmed, Mona Elrabie; Ali, Al Hussein Awad; Dahy, Khaled Gamal","Foreign body Swallows with Airway Affection in Pediatrics.","Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India","","2231-3796 0973-7707","10.1007/s12070-022-03156-4","","AIMS: The current work aimed at evaluating how FBI can cause respiratory distress and stridor as well as their severity according to age, gender, lodgment site,  and type of the object. Factors influencing morbidity and mortality among studied  patients will be deliberated as well. METHODS: It is a hospital-based descriptive  study where all children between birth and 16 years of age who were admitted to  Sohag University Hospital, Egypt from January 1st, 2018, to December 31st, 2020,  for FBs removal were analyzed. All cases were subjected to complete history  taking, physical, radiological, and bronchoscopic examination. RESULTS: A total  of fourteen [14] patients were presented with FBI based on a full history,  examination, and essential investigation. The vast majority 92.9% of presented  cases (13 out of 14) were less than 6 years old. 50% of them (50%) (7 out of 14)  were less than one year old. Most cases presented early within a few hours after  ingestion (71.4%). Two [2] patients had predisposing conditions like mental  retardation and cerebral palsy. 28.6% of cases presented late (> 24 h after  aspiration). Except for one case where a cervical oesophageal approach was  needed. Endoscopic extractions of foreign bodies were successfully done. 50% of  patients required admissions to the Pediatric Intensive Care Unit (PICU). The  mortality rate was 14.3%. CONCLUSION: FBI is a common clinical emergency in  children younger than 6 years. A high index of suspicion is the keystone for  diagnosis. Early detection and management are crucial for a positive outcome.","2023-06","2024-12-18 04:02:31","2024-12-18 04:02:31","","287-291","","2","75","","Indian J Otolaryngol Head Neck Surg","","","","","","","","eng","© Association of Otolaryngologists of India 2022. Springer Nature or its licensor holds exclusive rights to this article under a publishing agreement with the  author(s) or other rightsholder(s); author self-archiving of the accepted  manuscript version of this article is solely governed by the terms of such  publishing agreement and applicable law.","","","","","","Place: India PMID: 37275045  PMCID: PMC10235239","","","","Child; Foreign Bodies; Esophagoscopy; Hypopharynx; Respiratory distress","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZIPLHXT","journalArticle","2024","Roggero, Arianna; Guerriero, Vittorio; Lena, Federica; Arrigo, Serena; Santoro, Francesco; D'Agostino, Roberto; Damasio, Maria Beatrice; Rizzo, Francesca; Gandullia, Paolo; Moscatelli, Andrea; Mattioli, Girolamo; Torre, Michele","Surgical management protocol for disk battery ingestion.","Pediatric surgery international","","1437-9813 0179-0358","10.1007/s00383-024-05849-z","","PURPOSE: Disk battery (DB) ingestion in children can lead to severe complications and mortality. This study details our experience in managing DB ingestion and its  complications. METHODS: We analyzed data from all patients treated for DB  ingestion at our hospital from June 2010 to January 2024. A protocol established  in 2010 requires angio-CT scans for esophageal DB cases and a multidisciplinary  approach involving gastroenterologists, otolaryngologists, pediatric and airway  surgeons, and cardiac surgeons. RESULTS: We treated 22 patients. In June 2010,  following the tragic death of a patient from an undiagnosed DB ingestion that led  to an aortoesophageal fistula, our protocol was established. All DBs were removed  endoscopically. Four patients needed additional surgery: two had tracheal  resection/anastomosis and esophageal repair for large tracheoesophageal fistulas;  one required aortic wall reinforcement with a patch; one underwent endoscopic  removal with a sternal split to explore the aortic arch. All 22 patients survived  and recovered clinically. One developed bilateral vocal cord palsy as a  complication. CONCLUSION: Effective management of DB ingestion complications  necessitates a collaborative, multidisciplinary approach. Our protocol has  improved management strategies and patient outcomes.","2024-10-09","2024-12-18 04:02:31","2024-12-18 04:02:31","","268","","1","40","","Pediatr Surg Int","","","","","","","","eng","© 2024. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","","","","","","Place: Germany PMID: 39384638","","","","Humans; Retrospective Studies; Female; Male; Child; Child, Preschool; Infant; Protocol; Tomography, X-Ray Computed; *Electric Power Supplies; *Foreign Bodies/surgery/complications; Clinical Protocols; Complication disk battery ingestion; Disk battery ingestion; Esophageal Fistula/surgery/etiology; Esophagus/surgery; Tracheoesophageal Fistula/surgery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64ICVKP3","journalArticle","1996","O'Sullivan, S. T.; Reardon, C. M.; McGreal, G. T.; Hehir, D. J.; Kirwan, W. O.; Brady, M. P.","Deliberate ingestion of foreign bodies by institutionalised psychiatric hospital patients and prison inmates.","Irish journal of medical science","","0021-1265","10.1007/BF02943095","","Deliberate and recurrent foreign body ingestion is a common problem among institutionalised patients. We review our experience with 36 cases of deliberate  foreign body ingestion by prisoners or psychiatric patients, thirty of whom were  institutionalised at the time of ingestion. Symptoms were frequently severe in  the prison inmate group but, in contrast, psychiatric patients presented with  few, if any, symptoms. A majority of objects pass spontaneously or remain in situ  without complication. Twenty-four patients were discharged following initial  evaluation and without specific treatment. Eight of these were reviewed  electively and discharged within one week. Twelve patients were admitted for  observation, seven of whom were discharged within 48 hrs. Upper gastrointestinal  endoscopy was performed in four patients and an intragastric foreign body  identified in two cases. Laparotomy was performed in two cases for unresolving  mechanical intestinal obstruction. Management should be conservative when  possible, with surgery indicated only for complications.","1996-12","2024-12-18 04:02:31","2024-12-18 04:02:31","","294-296","","4","165","","Ir J Med Sci","","","","","","","","eng","","","","","","","Place: Ireland PMID: 8990660","","","","Humans; Adult; Aged; Female; Male; Middle Aged; Adolescent; Deglutition; *Prisoners; *Digestive System; *Foreign Bodies; *Mental Disorders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWNKFKMW","journalArticle","2021","Buonsenso, Danilo; Chiaretti, Antonio; Curatola, Antonietta; Morello, Rosa; Giacalone, Martina; Parri, Niccolò","Pediatrician performed point-of-care ultrasound for the detection of ingested foreign bodies: case series and review of the literature.","Journal of ultrasound","","1876-7931 1971-3495","10.1007/s40477-020-00452-z","","PURPOSE: Foreign body (FB) ingestions represent a common problem in children. History and physical examination are commonly not enough to diagnose a foreign  body ingestion; therefore, conventional radiography is routinely used to detect  them. Point-of-care ultrasound is widely used in the emergency department for  several diagnostic applications but there are few articles describing the  possibility to use point-of-care ultrasound to detect ingested foreign bodies,  and the necessary training to get competent in this application. The main  objective of this paper is to illustrate the use of point-of-care ultrasound  (POCUS) to detect ingested foreign bodies. The secondary objective is to describe  a limited training, necessary for emergency pediatricians, to obtain this skill.  METHODS: This is a case series of eight pediatric patients who presented to the  pediatric Emergency Department (ED), with suspected ingestion of FB, and were  assessed with POCUS. Physician sonographers were two pediatricians and three  residents in pediatrics working in two Italian Pediatric EDs. All sonographers  participated in a 2-day POCUS workshop which included the most common pediatric  POCUS applications. RESULTS: POCUS, performed by emergency pediatricians who  participated to a limited training, allowed to always identify the foreign bodies  ingested. CONCLUSIONS: We demonstrate that an appropriate and limited training  allows pediatric emergency physicians to correctly identify foreign body in the  esophagus or stomach. Point-of-care ultrasound in foreign body ingestion in the  Emergency Department may allow to prioritize the escalation of care in children  and it can contribute to reduce the time to endoscopic management when needed.","2021-03","2024-12-18 04:02:31","2024-12-18 04:02:31","","107-114","","1","24","","J Ultrasound","","","","","","","","eng","","","","","","","Place: Italy PMID: 32212088  PMCID: PMC7925727","","","","Humans; Child; Emergency department; Ultrasonography; Point-of-care ultrasound; Foreign body; *Foreign Bodies/diagnostic imaging; *Point-of-Care Systems; Coin ingested; Esophagus/diagnostic imaging; Pediatricians","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDMHXJVN","journalArticle","2019","Elkbuli, Adel; Ehrhardt, John D. Jr; Hai, Shaikh; McKenney, Mark; Boneva, Dessy","Surgical care for ingested cocaine packets: Case report and literature review.","International journal of surgery case reports","","2210-2612","10.1016/j.ijscr.2019.01.013","","INTRODUCTION: Body packing is the use of intra-corporeal packages of illicit drugs for the purpose of smuggling, usually through customs. Clinical cases and  experience with body packers has increased since the first report appeared in  1971. These cases remain an uncommon cause of acute drug toxicity and/or bowel  obstruction. PRESENTATION OF CASE: A 23 year-old man was brought to the emergency  department with seizures. CT imaging revealed numerous intestinal foreign bodies,  suspicious for body packing. The patient was stabilized and taken emergently to  the operating room for exploratory laparotomy and removal of 34 cocaine packets.  Ongoing treatment for cocaine overdose was also utilized. The patient recovered  without complications. DISCUSSION: This case provides insight and awareness for  proper diagnosis and management of body packers by physicians and surgeons alike.  CONCLUSION: We present a case report of acute cocaine intoxication in a young man  who ingested 34 packets of cocaine for means of drug trafficking. Medical  approaches are available for cases in which patients remain asymptomatic, but  surgical intervention is necessary for those with signs and symptoms of bowel  obstruction or drug overdose.","2019","2024-12-18 04:02:31","2024-12-18 04:02:31","","84-87","","","55","","Int J Surg Case Rep","","","","","","","","eng","Copyright © 2019 The Author(s). Published by Elsevier Ltd.. All rights reserved.","","","","","","Place: Netherlands PMID: 30716708  PMCID: PMC6360268","","","","Outcomes; Acute care surgery; Body packing; Cocaine intoxication; Drug trafficking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
