"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"34WA8GLL","journalArticle","2023","Hardy, John C.; Ashcroft, Cody; Kay, Carl; Liane, Billy-Joe; Horn, Christian; Hardy, John C.; Ashcroft, Cody; Kay, Carl; Liane, Billy-Joe; Horn, Chrisitan L.","Loose Screws: Removal of Foreign Bodies From the Lower Gastrointestinal Tract","Cureus","","2168-8184","10.7759/cureus.43093","https://www.cureus.com/articles/176606-loose-screws-removal-of-foreign-bodies-from-the-lower-gastrointestinal-tract","While both the American Society for Gastrointestinal Endoscopy (ASGE) and the European Society of Gastrointestinal Endoscopy (ESGE) have released guidelines on the management of ingested foreign bodies in the upper gastrointestinal (GI) tract, neither has addressed indications or techniques for endoscopic removal of foreign bodies in the lower GI tract, perhaps due to the high likelihood of foreign body passage once the foreign body has reached the lower GI tract. We present the case of a 45-year-old woman presenting to the emergency department following the intentional ingestion of multiple screws and nails, complaining of acute abdominal pain and nausea. Imaging revealed four nails in the colon and two adjacent screws in the distal small bowel. In the absence of signs of acute obstruction or bowel perforation, she was admitted for expectant management but subsequently required endoscopic removal of two retained screws in the lower GI tract.","2023-08-07","2025-03-30 10:23:37","2025-03-30 10:23:37","2025-03-30 10:23:37","","","8","15","","","Loose Screws","","","","","","","en","","","","","www.cureus.com","","Publisher: Cureus","","/Users/jackgedge/Zotero/storage/7S2Q4B6S/Hardy et al. - 2023 - Loose Screws Removal of Foreign Bodies From the L.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PDE4INI","journalArticle","2021","Wang, Xin; Su, Shuai; Chen, Yiming; Wang, Zelan; Li, Ying; Hou, Junjie; Zhong, Weilong; Wang, Yuming; Wang, Bangmao","The removal of foreign body ingestion in the upper gastrointestinal tract: a retrospective study of 1,182 adult cases","Annals of Translational Medicine","","2305-5839","10.21037/atm-21-829","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8039707/","Background Foreign body (FB) ingestion in the gastrointestinal tract is a common and urgent problem observed in children and adults. However, there may be difficulty locating FBs and complications associated with their removal. This study aimed to identify risk factors and complications correlated to the presence and removal of FBs. Methods This 5-year retrospective study enrolled 1,311 patients between June 2014 and April 2019. Demographic and endoscopic data were collected, containing age, gender, types and location of FBs, duration of FB ingestion, accessory devices, endoscopic methods, and complications. Logistic regression analysis was applied to evaluate the predictive risk factors. Results Among 1,131 patients, FBs were found in 90.16% of cases. A major predictor for the presence of FB was a presentation of less than 24 hours (h). The types of FBs were jujube pits (36.72%) and fish bones (22.00%), and over 80% of the FBs were discovered in the esophagus. Complications were found in 239 cases (20.22%), of which hemorrhage (162/239, 67.78%) was the most frequent. Age ≥60, duration ≥24 h, and FBs ingested in the esophagus were considered as risk factors for developing complications. Conclusions In conclusion, the longer duration, age ≥60, and impaction in the esophagus were risk factors for developing complications following the ingestion of FBs. These factors should be considered when developing assessment and treatment plans in the management of FB ingestion.","2021-03","2025-03-30 10:32:01","2025-03-30 10:32:12","2025-03-30 10:32:01","502","","6","9","","Ann Transl Med","The removal of foreign body ingestion in the upper gastrointestinal tract","","","","","","","","","","","","PubMed Central","","PMID: 33850899 PMCID: PMC8039707","","/Users/jackgedge/Zotero/storage/E5LBR3M3/Wang et al. - 2021 - The removal of foreign body ingestion in the upper.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8039707/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7PIQA9F","journalArticle","1998","Beecroft, N.; Bach, L.; Tunstall, N.; Howard, R.","An unusual case of pica","International Journal of Geriatric Psychiatry","","0885-6230","10.1002/(sici)1099-1166(199809)13:9<638::aid-gps837>3.0.co;2-n","","Pica is the persistent, culturally and developmentally inappropriate ingestion of non-nutritive substances (DSM-IV). AB is a 75-year-old lady with a 40-year history of schizophrenia and a 20-year history of pica who, at emergency laparotomy, had 175.32 Pounds of loose change in her stomach. Although pica has been reported to coexist with schizophrenia, she had had no positive symptoms of schizophrenia for at least 20 years. She has CT evidence of fronto-tempotal atrophy most marked on the left in the temporal lobe and on the right in the frontal lobe. Pica has been found to be related to cognitive deficits and hyperoral behaviour to temporal lesions. Neuropsychological testing reveals deficits closely related to these changes.","1998-09","2025-04-10 08:20:39","2025-04-10 08:20:47","","638-641","","9","13","","Int J Geriatr Psychiatry","","","","","","","","eng","","","","","PubMed","","PMID: 9777429","","/Users/jackgedge/Zotero/storage/2EKUUWQC/Beecroft et al. - 1998 - An unusual case of pica.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/9777429","","Humans; Aged; Female; Schizophrenia; Neuropsychological Tests; Pica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQXMUX4E","journalArticle","2009","Bhatia, Manjeet S.; and Gupta, Ravi","Pica responding to SSRI: An OCD spectrum disorder?","The World Journal of Biological Psychiatry","","1562-2975","10.1080/15622970701308389","https://doi.org/10.1080/15622970701308389","Pica is a common disorder in childhood, however, in adults it is associated with mental retardation, psychosis and pregnancy. A few case reports have described it being associated with obsessive compulsive disorder in adults. We describe the case of an adult female patient who developed an impulse to ingest chalk only in stressful situations. These thoughts were ego-dystonic and kept on hammering her mind until she ate it. She was diagnosed as having Major Depressive Disorder with relational problems and pica. We prescribed her escitalopram with clonazepam and asked her to ventilate her feelings during stressful situations. Her depression improved within three weeks, with remarkable improvement in pica symptoms. We concluded that stress may induce the pica in some adults and that such feelings have impulsive/compulsive characters. In addition, appropriate management of stress may help to alleviate the symptoms of pica.","2009-01-01","2025-04-10 08:23:54","2025-04-10 08:23:54","2025-04-10 08:23:54","936-938","","4-3","10","","","Pica responding to SSRI","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/15622970701308389 PMID: 17853279","","","","","stress; Pica; obsession; SSRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RC3C8C3F","journalArticle","2008","Bhattacharjee, Prosanta; Singh, Om","Repeated ingestion of sharp-pointed metallic objects","Archives of Iranian medicine","","","","","A 20-year-old woman was brought to the surgical outpatient department with the strange history of irresistible desire to ingest metallic substances, mainly nails and pins. Her problems were initiated after she was forced to marry against her wish. She had no abdominal complaints and on examination the abdomen appeared absolutely normal. Plain radiograph confirmed numerous nails and pins inside her GI tract. On detailed psychologic evaluation, she was found to be suffering from deviant sexual behavior and marriage against her wish acted as a stressor in the development of this habit.","2008-10-01","2025-04-10 08:24:22","2025-04-10 08:24:22","","563-5","","","11","","Archives of Iranian medicine","","","","","","","","","","","","","ResearchGate","","","","/Users/jackgedge/Zotero/storage/TJF7GSGJ/Bhattacharjee and Singh - 2008 - Repeated ingestion of sharp-pointed metallic objec.pdf; ","https://www.researchgate.net/publication/23225849_Repeated_ingestion_of_sharp-pointed_metallic_objects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJE7MHC4","journalArticle","2006","Choure, Jayant; Quinn, Kathleen; Franco, Kathleen","Baking-soda pica in an adolescent patient","Psychosomatics","","0033-3182","10.1176/appi.psy.47.6.531","","","2006","2025-04-10 08:24:58","2025-04-10 08:24:58","","531-532","","6","47","","Psychosomatics","","","","","","","","eng","","","","","PubMed","","PMID: 17116958","","","http://www.ncbi.nlm.nih.gov/pubmed/17116958","","Humans; Female; Adolescent; Pica; Antidepressive Agents, Second-Generation; Fluoxetine; Sodium Bicarbonate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCQYIV3R","journalArticle","1983","Fishbain, D. A.; Rotondo, D. J.","Foreign body ingestion associated with delusional beliefs","The Journal of Nervous and Mental Disease","","0022-3018","10.1097/00005053-198305000-00012","","","1983-05","2025-04-10 08:25:35","2025-04-10 08:25:35","","321-322","","5","171","","J Nerv Ment Dis","","","","","","","","eng","","","","","PubMed","","PMID: 6854296","","","http://www.ncbi.nlm.nih.gov/pubmed/6854296","","Humans; Adult; Male; Foreign Bodies; Digestive System; Schizophrenic Psychology; Delusions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AIUT24W","journalArticle","2003","Gundogar, Duru; Demir, Serap Baspinar; Eren, Ibrahim","Is pica in the spectrum of obsessive-compulsive disorders?","General Hospital Psychiatry","","0163-8343","10.1016/s0163-8343(03)00039-2","","","2003","2025-04-10 08:30:41","2025-04-10 08:30:41","","293-294","","4","25","","Gen Hosp Psychiatry","","","","","","","","eng","","","","","PubMed","","PMID: 12850663","","/Users/jackgedge/Zotero/storage/4PPTSRYJ/Gundogar et al. - 2003 - Is pica in the spectrum of obsessive-compulsive di.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/12850663","","Humans; Female; Male; Middle Aged; Adolescent; Psychiatric Status Rating Scales; Pica; Diagnostic and Statistical Manual of Mental Disorders; Obsessive-Compulsive Disorder; Selective Serotonin Reuptake Inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9MR9VVNX","journalArticle","2008","Hergüner, Sabri; Ozyildirim, Ilker; Tanidir, Cansaran","Is Pica an eating disorder or an obsessive-compulsive spectrum disorder?","Progress in Neuro-Psychopharmacology & Biological Psychiatry","","0278-5846","10.1016/j.pnpbp.2008.09.011","","","2008-12-12","2025-04-10 08:52:06","2025-04-10 08:52:06","","2010-2011","","8","32","","Prog Neuropsychopharmacol Biol Psychiatry","","","","","","","","eng","","","","","PubMed","","PMID: 18848964","","/Users/jackgedge/Zotero/storage/KLLRUIIJ/Hergüner et al. - 2008 - Is Pica an eating disorder or an obsessive-compuls.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/18848964","","Humans; Male; Child; Pica; Antidepressive Agents, Second-Generation; Fluoxetine; Obsessive-Compulsive Disorder; Feeding and Eating Disorders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L7G4YECF","journalArticle","1986","Bloom, R. R.; Nakano, P. H.; Gray, S. W.; Skandalakis, J. E.","Foreign bodies of the gastrointestinal tract","The American Surgeon","","0003-1348","","","Gastrointestinal foreign bodies are a common occurrence in most emergency room settings and should be dealt with in an organized manner to bring about their retrieval expeditiously. Approximately 1500 to 1600 persons in the United States die from ingestion or placement of foreign bodies every year. This study of foreign bodies of the gastrointestinal tract reports an 8-year span in which 60 cases were compiled from a 540-bed private, inner city hospital. The average hospital stay was 3.2 days. Foreign bodies were retained in the esophagus in 68.3 per cent of patients, in the stomach in 11.6 per cent, and in the colon or rectum in 13.3 per cent. In 3.3 per cent the object passed spontaneously, and in 3.3 per cent it resulted in perforation.","1986-11","2025-04-10 08:58:42","2025-04-10 08:58:42","","618-621","","11","52","","Am Surg","","","","","","","","eng","","","","","PubMed","","PMID: 3777708","","","http://www.ncbi.nlm.nih.gov/pubmed/3777708","","Humans; Retrospective Studies; Esophagus; Foreign Bodies; Digestive System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5T9EZ7ZU","journalArticle","1984","Gracia, C.; Frey, C. F.; Bodai, B. I.","Diagnosis and management of ingested foreign bodies: a ten-year experience","Annals of Emergency Medicine","","0196-0644","10.1016/s0196-0644(84)80380-7","","Ingested gastrointestinal foreign bodies may be managed by observation, endoscopy, and/or surgical intervention. We retrospectively reviewed 87 consecutive cases of foreign body ingestion. In 49 patients the ingested foreign body had passed beyond the gastroesophageal junction, and these cases form the basis of this study. Of the 49 patients, 19 (38.7%) required surgical intervention for removal of the swallowed object. Nearly 75% of these patients had swallowed objects that were more than 6.5 cm in length. Of 30 adults, more than 50% required surgery for removal of the foreign body. However, fewer than 16% of children who had swallowed and retained foreign bodies required surgery for ultimate cure. Based on these findings, guidelines are presented for the management of foreign body ingestion.","1984-01","2025-04-10 08:59:27","2025-04-10 08:59:27","","30-34","","1","13","","Ann Emerg Med","Diagnosis and management of ingested foreign bodies","","","","","","","eng","","","","","PubMed","","PMID: 6689853","","","http://www.ncbi.nlm.nih.gov/pubmed/6689853","","Humans; Adult; Middle Aged; Adolescent; Child; Child, Preschool; Infant; Endoscopy; Foreign Bodies; Deglutition; Digestive System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZTZ7Y2M","journalArticle","1998","Goldstein, M.","Adult pica. A clinical nexus of physiology and psychodynamics","Psychosomatics","","0033-3182","10.1016/S0033-3182(98)71309-X","","","1998","2025-04-10 08:59:48","2025-04-10 08:59:48","","465-469","","5","39","","Psychosomatics","","","","","","","","eng","","","","","PubMed","","PMID: 9775707","","","http://www.ncbi.nlm.nih.gov/pubmed/9775707","","Humans; Adult; Female; Sexual Behavior; Pica; Culture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
