id,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude,Reason ID
336,2020,"Patel..., Ã.","Ãqy Liu, R Gugig, Dm Troendle, S Bitton, N Patel...",,"ÃQY Liu, R Gugig, DM Troendle, S Bitton, N Patel... - spgp.pt",Google Scholar,,http://www.spgp.pt/media/1287/e-e-p-pancreatite-cr%c3%b3nica-e-endoscopia-naspghan-2020-jpgn-the_roles_of_endoscopic_ultrasound_and_endoscopic27.pdf,Society Paper,"Introduction: Pediatric Chronic Pancreatitis Is Increasingly Diagnosed. Endoscopic Methods [Endoscopic Ultrasound (Eus), Endoscopic Retrograde Cholangiopancreatography (Ercp)] ...","ntroduction: Pediatric chronic pancreatitis is increasingly diagnosed.
Endoscopic methods [endoscopic ultrasound (EUS), endoscopic retrograde
cholangiopancreatography (ERCP)] are useful tools to diagnose and manage
chronic pancreatitis. Pediatric knowledge and use of these modalities is
limited and warrants dissemination.
Methods: Literature review of publications relating to use of ERCP and EUS
for diagnosis and/or management of chronic pancreatitis with special attention
to studies involving 018 years old subjects was conducted with summaries
generated. Recommendations were developed and voted upon by authors.
Results: Both EUS and ERCP can be used even in small children to assist in
diagnosis of chronic pancreatitis in cases where cross-sectional imaging is
not sufficient to diagnose or characterize the disease. Children under 15 kg
for EUS and 10 kg for ERCP can be technically challenging. These
procedures should be done optimally by appropriately trained endoscopists
and adult gastroenterology providers with appropriate experience treating
children. EUS and ERCP-related risks both include perforation, bleeding and
pancreatitis. EUS is the preferred diagnostic modality over ERCP because of
lower complication rates overall. Both modalities can be used for management
of chronic pancreatitis -related fluid collections. ERCP has successfully been
used to manage pancreatic duct stones.
Conclusion: EUS and ERCP can be safely used to diagnose chronic pancreatitis
in pediatric patients and assist in management of chronic pancreatitis-related
complications. Procedure-related risks are similar to those seen in adults, with
EUS having a safer risk profile overall. The recent increase in pediatric-trained
specialists will improve access of these modalities for children.",,
341,2020,"Varik, R.","Varik, Roma; Shubha, Attibele Mahadevaiah; Das, Kanishka",Journal Of Indian Association Of Pediatric Surgeons,,PubMed,10.4103/jiaps.jiaps_101_19,,Multiple Atypical Esophageal Foreign Bodies In An Infant,Foreign Body Ingestion Is A Common Accidental Emergency In Children. We Report An Unusual Case Of Multiple Blunt And Sharp Esophageal Foreign Bodies In A Female  Infant Probably Associated With Homicidal Intent And Its Management.,,,
477,2024,"Roggero, A.","Roggero, Arianna; Guerriero, Vittorio; Lena, Federica; Arrigo, Serena; Santoro, Francesco; D'Agostino, Roberto; Damasio, Maria Beatrice; Rizzo, Francesca; Gandullia, Paolo; Moscatelli, Andrea; Mattioli, Girolamo; Torre, Michele",Pediatric Surgery International,,PubMed,10.1007/s00383-024-05849-z,,Surgical Management Protocol For Disk Battery Ingestion,"Purpose: Disk Battery (Db) Ingestion In Children Can Lead To Severe Complications And Mortality. This Study Details Our Experience In Managing Db Ingestion And Its  Complications. Methods: We Analyzed Data From All Patients Treated For Db  Ingestion At Our Hospital From June 2010 To January 2024. A Protocol Established  In 2010 Requires Angio-Ct Scans For Esophageal Db Cases And A Multidisciplinary  Approach Involving Gastroenterologists, Otolaryngologists, Pediatric And Airway  Surgeons, And Cardiac Surgeons. Results: We Treated 22 Patients. In June 2010,  Following The Tragic Death Of A Patient From An Undiagnosed Db Ingestion That Led  To An Aortoesophageal Fistula, Our Protocol Was Established. All Dbs Were Removed  Endoscopically. Four Patients Needed Additional Surgery: Two Had Tracheal  Resection/Anastomosis And Esophageal Repair For Large Tracheoesophageal Fistulas;  One Required Aortic Wall Reinforcement With A Patch; One Underwent Endoscopic  Removal With A Sternal Split To Explore The Aortic Arch. All 22 Patients Survived  And Recovered Clinically. One Developed Bilateral Vocal Cord Palsy As A  Complication. Conclusion: Effective Management Of Db Ingestion Complications  Necessitates A Collaborative, Multidisciplinary Approach. Our Protocol Has  Improved Management Strategies And Patient Outcomes.",,,
448,2023,"Abdelbaset-Ismail, A.","Abdelbaset-Ismail, A; Ibrahim, N; Samir, M; Elmezyen, A; Abd-Elmaboud, M",Slovenian Veterinary Research,,Web of Science,10.26873/svr-1566-2022,,Risk Factors For Gastrointestinal Foreign Bodies In Cats: A Retrospective Study In Egypt,"Gastrointestinal Foreign Body (Fb) Obstruction In Felines Is One Of The Emergencies And Commonly Required Surgical Interventions. The Purpose Of This Study Was Therefore To Investigate The Risk Factors That Could Prone Cats To Ingest Fb. This Study Was Retrospectively Conducted On Sixty-Five Cats That Had Been Diagnosed With Fb Obstruction. On The Other Hand, Sixty-Five Cats That Had No Clinical Findings Suggestive Of Gastrointestinal Illnesses Were Used As Controls. Among Cats With Gastrointestinal Illnesses, We Found That 9.97% Had Fb Obstructions. The Most Common Presenting Breeds Of Both Cat Patients With Fb Obstruction And Controls Were Persian And Siamese. Similarly, Most Of The Presented Normal And Diseased Cats Were Males. Cats With Fb Were Younger (P<0.05) Than Those Of Control Cats. There Was No Significant Difference In The Body Weight For Cats With Fb Versus Control Cats. Among The Investigated Factors, We Also Observed That Living Style, Anxiety/Stress, And Frequency Of Exercise Were The Only Factors That Were Strongly Associated With The Occurrence Of Fb Obstruction. In Conclusion, Observations Of This Study Indicate That A Living Style, Anxiety/Stress, And Frequency Of Exercise Have A Significant Impact On Cat Behavior And Should Be Seen By Cat-Owned Clients As Important To Prevent Pica. Thus, The Likelihood Of Blockage Of The Gastrointestinal Tract By Foreign Bodies Can Be Reduced.",,,
261,2017,Mariano B.,"Mariano Beraldo, Carolina; Rondon Lopes, Érika; Hage, Raduan; Hage, Maria Cristina F. N. S.",Advances In Physiology Education,,PubMed,10.1152/advan.00163.2015,,The Value Of Homemade Phantoms For Training Veterinary Students In The Ultrasonographic Detection Of Radiolucent Foreign Bodies,"Ingested Or Penetrating Foreign Bodies Are Common In Veterinary Medicine. When They Are Radiolucent, These Objects Become A Diagnostic Challenge, But They Can  Be Investigated Sonographically. However, Successful Object Identification  Depends On The Skill Of The Sonographer. Considering That These Cases Appear  Randomly During Hospital Routines, It Is Not Always Possible To Train All  Students To Identify Them Correctly. Therefore, The Aim Of This Study Was To  Produce Homemade Simulations Of Radiolucent Foreign Bodies For Veterinary Student  Demonstrations That Could Be Identified Sonographically And To Evaluate The  Acceptability, Applicability, And Usefulness Of These Simulations According To A  Visual Analog Scale Questionnaire And Subjective Questions. For This Purpose,  Object Models (A Pacifier Nipple, A Toy Ball, A Sock, Nylon Thread, And A Mango  Seed) Were Designed, Produced, And Immersed In Gelatin. To Simulate Wood  Splinters In The Integumentary And Musculoskeletal System, A Piece Of Meat  Punctured With A Toothpick And Ice Cream Stick Splinters Were Used. The Type Of  Phantom Had A Determinant Effect On The Visualization (Chi-Square = 36.528, P <  0.0001) And Recognition (Chi-Square = 18.756, P = 0.0021) Capability Of The  Students. All Of The Students Answered That Their Experience With The Models  Could Help In Real Situations. The Student Responses To The Questionnaire  Indicated That The Project Was Well Accepted, And The Participants Believed That  This Experience Could Be Applicable To And Useful In Veterinary Routines.",,,
451,2023,"Boucher, A.","Boucher, Alexandra L.; Shah, Nikunj; Brynien, Daniel H.; Bregg, Jason M.; Yokota, Shinichiro",Journal Of Surgical Case Reports,,PubMed,10.1093/jscr/rjad207,,An Unusual Case Of Small Bowel Obstruction Because Of Body Packing,"Body Packing Is The Internal Concealment Of Illicit Drugs For The Purpose Of Transportation And Evasion Of Law Enforcement. It Is Associated With Medical  Complications Such As Acute Toxicity From Ingested Drug, Bowel Obstruction Or  Perforation. It Is Rare To Require Surgical Intervention With A Small Amount Of  Ingested Drug Packet. Here, We Present The Case Of A Young Adult Male Who  Presented With Abdominal Pain For 3 Days. The Patient Admitted Ingesting A Condom  Filled With Suboxone Several Years Ago And Denied Recent Ingestion. The Patient  Was Found To Have Small Bowel Obstruction With Ingested Foreign Body Being A  Transition Point On Ct Scan, Requiring Exploratory Laparotomy And Small Bowel  Resection.",,,
38,1992,"Clarkston, W.",Wk Clarkston,Postgraduate Medicine,"WK Clarkston - Postgraduate medicine, 1992 - Taylor & Francis",Google Scholar,10.1080/00325481.1992.11701481,https://www.tandfonline.com/doi/pdf/10.1080/00325481.1992.11701481,"Gastrointestinal Foreign Bodies: When To Remove Them, When To Watch And Wait","Preview Many Foreign Bodies Traverse The Gastrointestinal Tract Without Incident, But Others Require Immediate Endoscopic Or Surgical Removal. Which Types Of Objects Pose The Greatest ...","Many foreign bodies traverse the gastrointestinal tract without incident, but others require immediate endoscopic or surgical removal. Which types of objects pose the greatest risk, and how can they be safely removed? What is the appropriate way to handle sharp objects? Button batteries? Packets of cocaine? Dr Clarkston addresses these and other questions in this article.",,
271,2017,"Kennedy, R.","Kennedy, Rachel S.; Starker, Rebecca A.; Feldman, Kelly A.; Tashiro, Jun; Perez, Eduardo A.; Mendoza, Fernando G.; Sola, Juan E.",Journal Of Pediatric Surgery,,PubMed,10.1016/j.jpedsurg.2016.08.015,,Cost Varies With Procedure Type In Pediatric Gi Foreign Bodies,"Background/Purpose: In Pediatric Cases Of Ingested Foreign Bodies, Gastrointestinal Foreign Bodies (Gifb) Have Distinct Factors Contributing To  Longer And More Costly Hospitalizations. Methods: Patients Admitted With Ingested  Foreign Bodies Were Identified In The Kids' Inpatient Database (1997-2009).  Results: Overall, 7480 Cases Were Identified. Patients Were Most Commonly <5Years  Of Age (44%), Male (54%), And Caucasian (57%). A Total Of 2506 Procedures Were  Performed, Gi Surgical Procedures (57%) Most Frequently, Followed By Gi Endoscopy  (24%), Esophagoscopy (11%), And Bronchoscopy - In Cases Of Inhaled Objects (9%).  On Multivariate Analysis, Length Of Stay Increased When Cases Were Associated  With Intestinal Obstruction (Or=1.7), Esophageal Perforation (Or=40.0),  Intestinal Perforation (Or=4.4), Exploratory Laparotomy (Or=1.9), And Gastric  (Or=2.9), Small Bowel (Or=1.5), Or Colon Surgery (Or=2.5), All P<0.02. Higher  Total Charges (Tc) Were Associated With Intestinal Obstruction (Or=2.0),  Endoscopy Of Esophagus (Or=1.8), Stomach (Or=2.1), Or Colon (Or=3.3), And  Exploratory Laparotomy (Or=3.6) Or Surgery Of Stomach (Or=5.6), Small Bowel  (Or=6.4), Or Colon (Or=3.4), All P<0.001. Conclusions: Surgical Or Endoscopic  Procedures Are Performed In Approximately One Third Of Gifb Cases. Associated  Psychiatric Disorder Or Self-Inflicted Injury Is Seen In More Than 20% Of Gifb  Patients. Resource Utilization Is Determined Heavily By Associated Diagnoses And  Treatment Procedures.",,,
156,2011,"Guirgis, M.","Guirgis, Marianne; Nguyen, Robert; Pokorny, Christopher",Medical Journal Of Australia,,PubMed,10.5694/j.1326-5377.2011.tb02955.x,,Accidental Ingestion Of Plastic From Takeaway Containers--Food For Thought,"Foreign Body Oesophageal Obstruction Is A Medical Emergency. It May Be Accidental, Particularly In Children, Or Deliberate, For Example With Suicide  Attempts. We Present Two Cases Illustrating Accidental Oesophageal Foreign Body  Impaction Occurring After Consumption Of Food That Had Been Heated In A Plastic  Container In A Microwave Oven, Then Cut And Eaten Directly From The Softened  Container. To Date, We Are Not Aware Of Any Similar Reports. In View Of Potential  Complications, Care Needs To Be Taken When Food Is Eaten Directly From Plastic  Takeaway Containers.",,,
64,1999,"Calkins, C.","Calkins, C. M.; Christians, K. K.; Sell, L. L.",Journal Of Pediatric Surgery,,PubMed,10.1016/s0022-3468(99)90488-8,,Cost Analysis In The Management Of Esophageal Coins: Endoscopy Versus Bougienage,"Purpose: The Aim Of This Study Was To Compare The Safety, Efficiency, And Overall Cost Effectiveness Of Esophageal Bougienage Versus Endoscopy In The Retrieval Of  Ingested Coins. Methods: Retrospective Review Of Patients Treated For Esophageal  Coin Ingestion At Children'S Hospital Of Wisconsin Over A 1-Year Period Using  Bougienage Or Endoscopic Retrieval Was Conducted. (Inclusion Criterion) Results:  Twenty-Seven Patients Were Evaluated Over The 1-Year Study Period. Two Patients  Spontaneously Passed The Coins Before Arrival And Needed No Further Treatment.  Twelve Patients Met Criteria For Bougienage, And This Treatment Was Successful In  10 Of The 12 Patients. Mean Length Of Hospital Stay Was 2.15 Hours, And The Mean  Cost Was $546. Thirteen Patients Were Treated Successfully With Endoscopy. The  Mean Length Of Hospital Stay Was 22.7 Hours, And The Mean Cost Was $5,230. There  Were No Complications In Any Of The 25 Patients. Conclusions: Bougienage Is  Equally Safe, More Efficient, And Much Less Expensive Than Endoscopy For  Treatment Of Esophageal Coins In Properly Selected Patients. Nearly Half Of The  Patients Were Excluded From Bougienage Because Of Delayed Presentation Alone.  Education Of Parents And Physicians Regarding Symptoms Of Coin Ingestion Would  Allow Primary Treatment With Bougienage In The Majority Of Cases.",,,
149,2011,"Poynter, B.","Poynter, Brittany A.; Hunter, Jon J.; Coverdale, John H.; Kempinsky, Cheryl A.",General Hospital Psychiatry,,PubMed,10.1016/j.genhosppsych.2011.06.011,,Hard To Swallow: A Systematic Review Of Deliberate Foreign Body Ingestion,"Objective: Deliberate Foreign Body Ingestion (Dfbi) Is Often Impulsively Driven, Repetitive And Refractory To Intervention And Frequently Necessitates Multiple  Medical Interventions. As Such, The Frustrations Among Health Care Providers Are  Great, And The Financial Toll On Health Care Is Significant. Nevertheless, The  Literature On Dfbi Is Sparse, And Suggestions For Treatment Planning And  Management Are Limited. The Authors Sought To Investigate And Uncover Efficacious  Treatments And Strategies For Preventing Reoccurrence In Dfbi. We Build On  Earlier Work By Offering Both Broad And Diagnosis-Specific Management Strategies.  Method: A Literature Review Was Performed Addressing The Presentation, Management  And Prevention Of Reoccurrences Of Dfbi. Four Cases Of Dfbi Are Presented  Illustrating Those Psychiatric Diagnoses (Psychosis, Malingering,  Obsessive-Compulsive Disorder And Borderline Personality Disorder) Most  Frequently Encountered In Hospital Practice. Both Broad And Specific Treatment  Approaches Are Presented. Results: Patients Engaging In Dfbi Are Best Managed  Through A Multidisciplinary Approach, Following Acute Medical Management.  Successful Strategies For The Prevention Of Reoccurrences Of Dfbi Are  Inconclusive. Conclusion: Understanding The Function Of This Behavior Is Critical  In Developing Treatment For Patients Who Engage In These Dangerous, Potentially  Life-Threatening, Self-Injurious Behaviors. An Amalgam Of Medical,  Pharmacological And Cognitive-Behavioral Interventions Is Recommended, As Is  Additional Research.",,,
249,2016,"Lee, J.","Lee, Jun Hee; Lee, Jee Hoo; Shim, Jung Ok; Lee, Jung Hwa; Eun, Baik-Lin; Yoo, Kee Hwan","Pediatric Gastroenterology, Hepatology & Nutrition",,PubMed,10.5223/pghn.2016.19.1.20,,Foreign Body Ingestion In Children: Should Button Batteries In The Stomach Be Urgently Removed?,"Purpose: Foreign Body (Fb) Ingestion Is Common In Children, And Button Battery (Bb) Ingestion Has Been Increasing In Recent Years. This Study Was To Identify  Factors Related To Outcomes Of Fb Ingestion, Particularly Bbs In The Stomach. We  Evaluated Whether The Current Recommendations Are Appropriate And Aimed To  Suggest Indications For Endoscopic Removal Of Bb In The Stomach In Young  Children. Methods: We Investigated Patient Age, Shape, Size, Location Of Fbs,  Spontaneous Passage Time And Resulting Complications Among 76 Children. We  Observed Types, Size, Location Of Bb And Outcomes, And Analyzed Their  Associations With Complications. Results: Coins And Bb Were The Two Most Common  Fbs. Their Shapes And Sizes Were Not Associated With The Spontaneous Passage  Time. Size, Spontaneous Passage Time, And Age Were Also Not Associated With Any  Specific Complications. For Bb Ingestion, All 5 Cases With Lithium Batteries  (≥1.5 Cm, 3 V) Presented Moderate To Major Complications In The Esophagus And  Stomach Without Any Symptoms, Even When The Batteries Were In The Stomach And  Beyond The Duodenum, While No Complications Were Noted In 7 Cases With Alkaline  Batteries (<1.5 Cm, 1.5 V) (P=0.001). All Endoscopies Were Conducted Within 24  Hours After Ingestion. Conclusion: The Type And Voltage Of The Battery Should Be  Considered When Determining Whether Endoscopy Is Required To Remove A Bb In The  Stomach. For Lithium Battery Ingestion In Young Children, Urgent Endoscopic  Removal Might Be Important In Order To Prevent Complications, Even If The Child  Is Asymptomatic And The Battery Is Smaller Than 2 Cm.",,,
266,2017,"Vogel, H.",H Vogel,Monitoring Detention,"H Vogel - Monitoring Detention, Custody, Torture and Ill ..., 2017 - taylorfrancis.com",Google Scholar,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781315211459-7/radiology-documentation-torture-ill-treatment-vogel,Radiology In The Documentation Of Torture And Ill-Treatment,"Radiology Has An Important And Specific Role To Play In The Documentation Of Physical Injuries That May Be Caused By Torture, Ill-Treatment, And Other Violence During Arrest And While In ...","Radiology has an important and specific role to play in the documentation of physical injuries that may be caused by torture, ill-treatment, and other violence during arrest and while in detention. Torture and ill-treatment are usually committed in a clandestine fashion and using increasingly sophisticated methods with a deliberate attempt to reduce any physical evidence of its practice. Mistreatment and torture of others are instruments to torment prisoners. This chapter highlights the uses and the limitations of diagnostic imaging. Physical ill-treatment may include any part or parts of the body, including hand and arm, foot and leg, torso, genitalia, and head and neck. Ill-treatment involving the head can produce a spectrum of injuries from contusions, to lacerations, to hemorrages, to skull fractures and, in some cases, may be fatal injuries. The differential diagnosis for torture and ill-treatment includes common trauma and other pathologies.",,
4,1892,"Otologists, L.",L Otologists,,L OTOLOGISTS - 1892 - cambridge.org,Google Scholar,10.1017/S1755146300162523 ,https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/article/association-meetings/d299ab7dffb53713a05750f7d0cf041a,Association Meetings.,"About Twenty-Five Belgian Physicians Comprised The Meeting, Which Was Presided Over By Dr. Schiffers. Among The Strangers Present Were Drs. Gouguenheim (Paris), Noquet (Lille), ...",Abstract not available,,
291,2018,"Zaretsky, E.","Zaretsky, E; Steinbach-Hundt, S; Pluschinski, P; Grethel, I; Hey, C",Laryngo-Rhino-Otologie,,Web of Science,10.1055/a-0596-7780,,Validation Of The German Version Of Eating Assessment Tool For Head And Neck Cancer Patients,"Objective The Assessment Of Subjective Swallowing Complaints Constitutes An Important Element In A Multidimensional, Modern Management Of Head And Neck Cancer Patients Suffering From Dysphagia. For This Purpose, An Internationally Recognized And Validated 10-Item Questionnaire Eat-10 Is Used That Was Developed And Validated By Belafski Et Al. In 2008. The Purpose Of The Present Study Is The Translation Of Eat-10 Into The German Language And Its Validation For Head And Neck Cancer Patients. Material And Methods After The Translation Of Eat-10 Into German According To The Guidelines For The Translation Of Foreign Measuring Instruments, A Validation Of Geat-10 Was Carried Out On The Basis Of The Sample Of 210 Head And Neck Cancer Patients. The Reliability Was Determined By Means Of The Internal Consistency (Cronbach'S Alpha) And Item-Total Correlations (Spearman). The Construct Validity Was Verified By The Uni-And Multivariate Analyses Of The Distribution Of Geat-10 Total Scores Depending On Gender, Age, Bmi, Tumor Stage And Localization As Well As Type Of The Oncological Therapy. Results The Internal Consistency Amounted To Alpha = .94, The Item-Total Correlations Varied Between Rho =. 59 And Rho = .85. No Significant Associations Between Geat-10 Total Scores And Gender As Well As Age Were Identified In Univariate Calculations.Such Associations Were Found For Bmi, Tumor Stage And Localization As Well As Type Of The Oncological Therapy. However, Only The Tumor Stage Yielded A Significant Result In A Regression. Conclusions The Geat-10 Was Shown To Be A Reliable And Construct Valid Questionnaire For The Assessment Of Subjective Swallowing Complaints In Patients With Head And Neck Cancer.",,,
76,2002,"Brenner, R.","Rr Simon, Be Brenner",,"RR Simon, BE Brenner - 2002 - books.google.com",Google Scholar,,"https://books.google.lk/books?hl=en&lr=&id=dUkQOSA77-8C&oi=fnd&pg=PR19&dq=RR+Simon,+BE+Brenner+-+2002+emergency+procedures+and+techniquea&ots=tjnhRZX20Z&sig=LxyCOdiRe1JQJTgze0RZ6tsVzcA&redir_esc=y#v=onepage&q=RR%20Simon%2C%20BE%20Brenner%20-%202002%20emergency%20procedures%20and%20techniquea&f=false",Emergency Procedures And Techniques,"This Thoroughly Updated Fourth Edition Is A Must For Residents And Practitioners Who Need A Practical, Clear, And Readable Guide To Emergency Medicine Procedures. The Book Provides ...",Abstract not available,,
191,2013,"Fitzgerald, K.","Fitzgerald, Kevin T.; Bronstein, Alvin C.",Topics In Companion Animal Medicine,,PubMed,10.1053/j.tcam.2013.03.007,,Polyurethane Adhesive Ingestion,"Polyurethane Adhesives Are Found In A Large Number Of Household Products In The United States And Are Used For A Variety Of Purposes. Several Brands Of These  Expanding Wood Glues (Those Containing Diphenylmethane Diisocyanate [Mdi]) Have  The Potential To Form Gastrointestinal (Gi) Foreign Bodies If Ingested. The  Ingested Adhesive Forms An Expanding Ball Of Glue In The Esophagus And Gastric  Lumen. This Expansion Is Caused By A Polymerization Reaction Using The Heat,  Water, And Gastric Acids Of The Stomach. A Firm Mass Is Created That Can Be 4-8  Times Its Original Volume. As Little As 2 Oz Of Glue Have Been Reported To  Develop Gastric Foreign Bodies. The Obstructive Mass Is Reported To Form Within  Minutes Of Ingestion Of The Adhesive. The Foreign Body Can Lead To Esophageal  Impaction And Obstruction, Airway Obstruction, Gastric Outflow Obstruction,  Mucosal Hemorrhage, Ulceration, Laceration, Perforation Of The Esophageal And  Gastric Linings, And Death. Clinical Signs Following Ingestion Include Anorexia,  Lethargy, Vomiting, Tachypnea, And Abdominal Distention And Pain, And Typically  Develop Within 12 Hours. Clinical Signs May Depend Upon The Size Of The Mass. If  Left Untreated, Perforation And Rupture Of The Esophagus Or Stomach Can Occur.  The Glue Mass Does Not Stick To The Gi Mucosa And Is Not Always Detectable On  Abdominal Palpation. Radiographs Are Recommended To Confirm The Presence Of The  ""Glue-Ball"" Foreign Body, And Radiographic Evidence Of The Obstruction May Be  Seen As Early As 4-6 Hours Following Ingestion. Emesis Is Contraindicated Owing  To The Risk Of Aspiration Of The Glue Into The Respiratory Tree Or The Subsequent  Lodging Of The Expanding Glue Mass In The Esophagus. Likewise, Efforts To Dilute  The Glue And Prevent The Formation Of The Foreign Body Through Administration Of  Liquids, Activated Charcoal, Or Bulk-Forming Products To Push The Foreign Body  Through The Gi Tract Have Proven Ineffective. Even Endoscopy Performed To Remove  The Foreign Body Has Been Shown To Be Unreliable. The Safest, Most Effective, And  Successful Therapy Is Surgical Intervention To Remove The Gi Foreign Body. If  Performed Early Enough, Complete Recovery Of The Animal Can Be Expected.  Differential Diagnoses For Polyurethane Adhesive Ingestion Include Any Potential  Cause Of Gi Obstruction. The Public Is Largely Unaware Of The Hazards That  Ingestion Of This Product May Produce. Public Education Efforts Are Needed To  Inform Pet Owners About The Hazards Of These Glues And The Overall Importance Of  Providing Our Companion Animals With Safe, Poison-Free Environments.",,,
48,1996,"Armstrong, M.",M Armstrong,The Journal Of Aesthetics And Art Criticism,"M Armstrong - The Journal of Aesthetics and Art Criticism, 1996 - JSTOR",Google Scholar,,https://www.jstor.org/stable/431624,""" The Effects Of Blackness"": Gender, Race, And The Sublime In Aesthetic Theories Of Burke And Kant","Stereotypes, However Inaccurate, Are One Form Of Representation. Like Fictions, They Are Created To Serve As Substitutions, Standing In For What Is Real. They Are There Not To Tell It Like It Is ...",Abstract not available,,
39,1993,"Tomoo..., T.","T Ken, Y Sunichi, U Toshiro, T Tomoo...",Chinese Medical ...,"T Ken, Y Sunichi, U Toshiro, T Tomoo... - Chinese Medical ..., 1993 - mednexus.org",Google Scholar,10.5555/cmj.0366-6999.106.10.p788.01,https://mednexus.org/doi/abs/10.5555/cmj.0366-6999.106.10.p788.01,Endoscopic Removal Of Foreign Bodies In The Mentally And Physically Handicapped,"Although Foreign Bodies Of The Gastrointestinal Tract Are Common In Children, They Are Rare In The Adult. Complications Of The Foreign Bodies Are Well Recognized To Be A Cause Of ...","Although foreign bodies of the gastrointestinal tract are common in children, they are rare in the adult. Complications of the foreign bodies are well recognized to be a cause of obstruction, bleeding and perforation of the intestine, or furthermore, they sometimes lead to death unfortunately. On the other hand, it is very difficult to diagnose and treat foreign bodies in the handicapped because of disability of complaining the symptoms. This paper reports a 31-year-old severe handicapped man suffering from foreign bodies in the esophagus and the small intestine, and was successful removed by endoscope.",,
329,2019,"Gollol-Raju, N.","Gollol-Raju, Narasimha Swamy; Jampala, Nannaya; Khalid, Hamza; Mudireddy, Prashant",Acg Case Reports Journal,,PubMed,10.14309/crj.0000000000000032,,Nonsurgical Management Of An Embedded Metal Clip In Sigmoid Colon Causing Perforation And Abscess,Intentional Ingestion Of Foreign Objects Is Common In Incarcerated Individuals. Ingested Foreign Objects Can Lead To Serious Complications. Surgical Treatment Is  Considered Mandatory Once Complications Such As Bowel Perforation And Abscess  Develop. We Report An Incarcerated Individual With Sigmoid Perforation And Pelvic  Abscess Related To An Ingested Foreign Object That Was Managed Nonsurgically.,,,
452,2023,"Calini, G.","Calini, Giacomo; Ortolan, Naima; Battistella, Claudio; Marino, Marco; Bresadola, Vittorio; Terrosu, Giovanni",European Journal Of Gastroenterology & Hepatology,,PubMed,10.1097/meg.0000000000002602,,Endoscopic Failure For Foreign Body Ingestion And Food Bolus Impaction In The Upper Gastrointestinal Tract: An Updated Analysis In A European Tertiary Care  Hospital,"Objective: Harmfulness Of Foreign Body Ingestion And Food Bolus Impaction (Fbis) Varies According To Geographical Area, Population, Habits, And Diet. Therefore,  Studies May Not Draw Generalizable Conclusions. Furthermore, Data Regarding Fbis  Management In Europe Are Limited And Outdated. This Study Aimed To Analyze The  Endoscopic Management And Outcomes Of Fbis In An Italian Tertiary Care Hospital  To Identify Risk Factors For Endoscopic Failure. Methods: We Retrospectively  Reviewed Patients Who Underwent Upper Gastrointestinal Endoscopy For Fbis Between  2007 And 2017. Baseline, Clinical, Fbis, And Endoscopic Characteristics And  Outcomes Were Collected And Reported Using Descriptive Statistics And Logistic  Regression Analyses. Results: Of The 381 Endoscopies For Fbis, 288 (75.5%) Were  Emergent Endoscopy And 135 (35,4%) Included Underlying Upper Gastrointestinal  Conditions. The Study Population Included 44 Pediatric Patients (11.5%), 54  Prisoners (15.8%), And 283 Adults (74.2%). The Most Common Type And Location Of  Fbis Were Food Boluses (52.9%) And Upper Esophagus (36.5%), Respectively. While  Eight Patients (2.1%) Developed Major Adverse Events Requiring Hospital  Admission, The Remainder (97.9%) Were Discharged After Observation. No Mortality  Occurred. Endoscopic Success Was Achieved In 263 Of 286 (91.9%) Verified Fbis  Endoscopies. Endoscopic Failure (8.04%) Was Associated With Age, Bone, Disk  Battery, Intentional Ingestion, Razor Blade, Prisoners, And Stomach In The  Univariate Analysis. Multivariate Logistic Regression Revealed That Intentional  Ingestion Was Associated With Endoscopic Failure (Odds Ratio: 7.31; 95%  Confidence Interval = 2.06-25.99; P  = 0.002). Conclusion: Endoscopy For Fbis Is  Safe And Successful, With Low Hospital Admission Rate In Children, Prisoners, And  Adults. Intentional Ingestion Is A Risk Factor Of Endoscopic Failure.",,,
