id,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude_JGE,Reason ID_JGE,Exclude_MS,Reason ID_MS
289,2018,"Zhong, B.",Zhong B.-L.; Xu Y.-M.; Xie W.-X.; Chen W.-C.; Lu J.,Frontiers In Psychiatry,,SCOPUS,10.3389/fpsyt.2018.00325,,Prevalence Of Deliberate Self-Harm Among Chinese Patients With Heroin Dependence: A Meta-Analysis,"Background: There Is Paucity Of Data Regarding The Prevalence And Methods Of Deliberate Self-Harm (Dsh) In Patients With Heroin Dependence In International Literature. In China, There Have Been A Few Studies Investigating The Prevalence Of Dsh In Heroin-Dependent Patients (Hdps), But Their Rates Varied Widely. We Thus Conducted A Meta-Analysis Of Studies Assessing The Prevalence Of Dsh Among Chinese Hdps. Methods: Relevant Studies Were Retrieved From Major Chinese Databases (China National Knowledge Infrastructure, Wanfang Data, And Sinomed) And Western Databases (Pubmed, Embase, And Psycinfo). Two Authors Independently Identified Eligible Studies And Extracted Data. Studies That Included A Representative Sample Of Chinese Hdps And Ascertained Dsh Caseness In A Reliable Way Were Considered As High Quality. Statistical Analysis Was Performed Using R Software. Results: In Total, 15 Eligible Studies With A Total Of 37,243 Chinese Hdps Were Included. All Included Studies Were Conducted In Heroin Detoxification Settings. Only Two Studies Were Rated As High Quality. The Pooled Prevalence Of Dsh In Chinese Hdps Was 4.4% (95%Ci: 2.9, 6.2%), But The Heterogeneity Of Prevalence Rates Across Studies Was Significant (I2 = 98%, P < 0.001). Studies Rated As High Quality Had Significantly Higher Prevalence Of Dsh Than Those Rated As Low Quality (13.2 Vs. 3.4%, P < 0.001). Swallowing Foreign Objects Was The Most Common Method Of Dsh, With A Combined Prevalence Of 2.7% (95%Ci: 1.6, 4.4%). Extreme Dsh Methods Such As Cutting Offfingers And Jumping From Height Were Also Not Uncommon In This Patient Population. Conclusion: Due To Methodological Problems In Available Studies, We Find A Relatively Low Prevalence Of Dsh Among Chinese Hdps Receiving Detoxification Treatment. Nevertheless, The Self-Harmers Of Chinese Hdps Are More Likely To Harm Themselves In A Dangerous Or Life-Threatening Way. Restricting The Availability Of Dsh Methods May Be An Effective Way To Prevent Or Reduce Dsh In China'S Detoxification Treatment Settings. © 2018 Zhong, Xu, Xie, Chen And Lu.",,False,,False,
30,1986,"Johnston, J.",Jfw Johnston,Journal Of Psychoactive Drugs,"JFW Johnston - Journal of Psychoactive Drugs, 1986 - Taylor & Francis",Google Scholar,10.1080/02791072.1986.10471393,https://www.tandfonline.com/doi/pdf/10.1080/02791072.1986.10471393,The Narcotics We Indulge In. Part Ii,"In A Previous Number We Treated Of Tobacco And The Hop, The Two Narcotics Of The Most General And Acknowledged Use Among Our British Population. But There Are Many Others In ...",Abstract not available,True,2.0,True,2.0
137,2010,"Pearson, E.","Pearson, Erik G.; Downey, Earl C.; Barnhart, Douglas C.; Scaife, Eric R.; Rollins, Michael D.; Black, Richard E.; Matlak, Michael E.; Johnson, Dale G.; Meyers, Rebecka L.",Journal Of Pediatric Surgery,,PubMed,10.1016/j.jpedsurg.2010.08.033,,Reflux Esophageal Stricture--A Review Of 30 Years' Experience In Children,"Purpose: Strictures Of The Esophagus In Children May Have Multiple Etiologies Including Congenital, Inflammatory, Infectious, Caustic Ingestion, And  Gastroesophageal Reflux (Peptic Stricture [Ps]). Current Literature Lacks Good  Data Documenting Long-Term Outcomes In Children. This Makes It Difficult To  Counsel Some Patients About Realistic Treatment Expectations. The Objective Of  This Study Is To Evaluate Our Institutional Experience And Define The Natural  History And Treatment Outcomes. Methods: A Retrospective Review Of Clinical Data  Obtained From Children Who Underwent Dilation For Ps Was Performed. Results: Over  The Past 30 Years, 114 Children And Adolescents Received 486 Dilations. The Most  Common Indications For Stricture Dilation Were Ps (42%) And Esophageal Atresia  (38%). Other Lesser Indications Included Congenital, Foreign Body, Corrosive,  Cancer, Radiation, Allergic, And Infectious. This Review Focuses On The 48  Children With Ps. Of The Children With Ps, A Congenital Anomaly Was Identified In  23 Children; And 12 Had Neurologic Impairment. Average Age At Presentation Was  10.2 Years (Range, 0.5-18.3 Years). Most Patients Had Had Symptoms For Many  Months Before Diagnosis. Peptic Stricture Was Most Common In The Lower Esophagus  (N = 39). However, Middle (N = 8) And Upper (N = 1) Strictures Were Occasionally  Identified. Noncompliance With Medical Therapy Was A Challenge In 12% (N = 5) Of  Children. Children With A Ps Received A Median Of 3 Dilations, But A Subset Of 5  Patients With Severe Strictures Underwent Up To 48 Dilations (Range, 1-48).  Repeated Dilations Were Required For A Median Of 20 Months (Range, 1-242 Months).  Among Patients Receiving Esophageal Dilation For Ps, 94% Required An Antireflux  Procedure (19% Required A Second Antireflux Surgery). A Subgroup Of Patients (N =  10) Was Identified Who Required Extended Dilations, Multiple Surgeries, And  Esophageal Resection. This Subgroup Had A Significantly Longer Period Of  Symptomatic Disease And Increased Risk Of Esophageal Resection Compared With  Those Patients Requiring Fewer Dilations. Surgical Resection Of The Esophageal  Stricture Was Ultimately Required In 3 Children With Ps After Failure Of More  Conservative Measures. Conclusion: Children And Adolescents Presenting With  Reflux Esophageal Stricture (Ps) Frequently Require Antireflux Surgery, Redo  Antireflux Surgery, And Multiple Dilations For Recurrent Symptoms. We Hope That  These Data Will Be Of Use To The Clinician Attempting To Counsel Patients And  Parents About Treatment Expectations In This Challenging Patient Population.",,True,2.0,True,2.0
485,2024,"Farhadi, F.","Farhadi, Farbod; Mohtadi, Ahmadreza; Pakmehr, Mostafa; Ghaedamini, Hossein; Shafieian, Fatemeh; Aminifar, Seyed Abolfazl",Journal Of Medical Case Reports,,PubMed,10.1186/s13256-024-04672-3,,This Is A Successful Removal Of More Than 450 Pieces Of Metal Objects From A Patient'S Stomach: A Case Report,"Background: Ingestion Of Foreign Bodies May Be Seen Unconsciously Or Intentionally In Patients With Mental Health Problems. Most Cases Pass Through  The Esophagus Slowly; However, In Some Cases, The Tumor May Be Located In  Narrower Areas Of The Digestive Tract That Require Endoscopic Or Surgical  Intervention. This Study Describes A Rare Case Of Successful Removal Of More Than  450 Pieces Of Metal Objects From The Stomach Of A 36-Year-Old Man Via Ingestion  Of Foreign Bodies At Imam Khomeini Hospital In Ahvaz. Case Presentation: A  36-Year-Old Male Patient (Aryan Race) Presented With Complaints Of Chronic  Abdominal Pain, Frequent Vomiting, And Intolerance To Liquids And Food. The  Patient'S Companions Mentioned A History Of Gradual Ingestion Of Small Metal  Objects 3 Months Prior. The Patient Was Conscious And Had Stable Vital Signs. In  The Patient'S X-Ray And Endoscopy, Multiple Metal Objects Inside The Patient'S  Stomach Were Observed, Causing Gastric Outlet Obstruction. The Patient Underwent  Gastrostomy Surgery, And 452 Screws, Nuts, Keys, Stones, And Other Metal Parts  Weighing 2900 G Were Removed From The Stomach. Five Days After The Operation, The  Patient Was Transferred To The Psychiatric Service In Good General Condition And  Was Diagnosed With Psychosis, And Her Condition Returned To Normal At Follow-Up.  Conclusion: Successful Removal Of This Foreign Body Is Rare. In Chronic Abdominal  Pain, Especially In The Context Of Psychiatric Disorders, Attention Should Be  Given To The Ingestion Of Foreign Bodies. In Swallowing Large Amounts Of Sharp  And Metallic Foreign Objects, Surgical Intervention Is Necessary, Especially In  Cases Of Obstruction, And Saves The Patient'S Life.",,False,,False,
431,2023,"Lang, H.",H Lang,,H Lang - 2023 - books.google.com,Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=5CnBEAAAQBAJ&oi=fnd&pg=PR5&dq=Out-Of+Hospital+Ventilation:+An+Interdisciplinary+Perspective+On+Landscape+And+Health+lang+2023&ots=J6di19yrUO&sig=MMPk5kmF3QtsMNvuVi85kWrsvYM&redir_esc=y#v=onepage&q=Out-Of%20Hospital%20Ventilation%3A%20An%20Interdisciplinary%20Perspective%20On%20Landscape%20And%20Health%20lang%202023&f=false,Out-Of Hospital Ventilation: An Interdisciplinary Perspective On Landscape And Health,"Safe Handling Of Patient And Device In Home Ventilation! This Book Offers All Relevant Contents Of The Further Training"" Basic Qualification Extra-Clinical Artificial Respiration"" And Addresses ...",Abstract not available,True,2.0,True,2.0
489,2024,"Bhumi, S.","Bhumi, Sriya; Mago, Sheena; Mavilia-Scranton, Marianna G.; Birk, John W.; Rezaizadeh, Houman",Cureus,,PubMed,10.7759/cureus.58327,,Esophageal Button Battery Retrieval: Time-In May Not Be Everything,"The Management Of Ingested Foreign Bodies Is A Challenging Task Because Each Case Is Unique With Multiple Varying Factors Including A Patient'S Age, Anatomical  Considerations, Clinical Presentation, And The Type And Location Of The Foreign  Body Ingested. Additionally, Concern Over Complications Associated With Button  Battery Ingestion Typically Drives Management Decisions. The Common Practice Is  The Urgent Retrieval Of The Foreign Body Within Two To Six Hours Of Presentation.  An Unusual Case Is Presented Here That Demonstrated Significantly Delayed  Endoscopic Removal Of An Ingested Button Battery Without Complication, Avoiding  The Many Risks Associated With Any Emergent Endoscopic Procedure. However, This  Practice Is A Case-By-Case Decision Because There Is A Lack Of Literature To  Guide The Current Management.",,False,,False,
63,1999,"Brady, S.","Brady, S. L.; Hildner, C. D.; Hutchins, B. F.",Dysphagia,,PubMed,10.1007/pl00009596,,Simultaneous Videofluoroscopic Swallow Study And Modified Evans Blue Dye Procedure: An Evaluation Of Blue Dye Visualization In Cases Of Known Aspiration,"The Reliability Of The Modified Evans Blue Dye (Mebd) Test For The Detection Of Aspirated Materials In Patients With Tracheostomy Has Been Questioned. The  Videofluoroscopic Swallow Study (Vfss) Has Been The Standard Procedure Used To  Detect Aspiration, But There Are Known Risks And The Vfss Is Not Always An  Available Evaluation Option For Aspiration Detection. The Purpose Of The Present  Study Was To Investigate The Visualization Of Blue Tracheal Secretions In Cases  Of Known Aspiration As Documented By The Vfss. Twenty Consecutive Simultaneous  Mebd Study And Vfss Were Completed On Patients With Tracheostomies At An Acute  Rehabilitation Hospital. Overall, The Mebd Showed A 50% False-Negative Error  Rate. The Mebd Identified Aspiration In 100% Of Patients Who Aspirated More Than  Trace Amounts But Failed To Identify Aspiration Of Trace Amounts (0%).",,True,2.0,True,2.0
93,2006,"Ayantunde, A.","Ayantunde, A. A.; Oke, T.",International Journal Of Clinical Practice,,PubMed,10.1111/j.1368-5031.2006.00709.x,,A Review Of Gastrointestinal Foreign Bodies,"Gastrointestinal Tract (Git) Foreign Bodies Represent A Significant Clinical Problem In The Emergency Department, Causing A High Degree Of Financial Burden,  Morbidity And Mortality. A Large Variety Of Foreign Bodies Are Accidentally  Ingested Or Inserted Into The Git In Different Age Groups. This A Retrospective  Review Of 38 Patients Who Presented To The Emergency Department With Git Foreign  Bodies Between January 2001 And December 2004. Computer Database And Case Note  Search Of Patients' Personal Data, Nature Of The Foreign Objects And Mode Of  Entry To The Git Were Recorded. There Were 30 Males And Eight Females (M : F  Ratio Of 3.75:1) With An Age Range Of 10 Months To 87 Years (Median Age 25.5  Years). Foreign Body Ingestion/Insertion Was Accidental In 14 Patients,  Deliberate In 11, For Anal Erotism In 11 And As A Result Of Assault In Two Cases.  The Median Time Before Presentation Was 12 H, And The Mean Length Of Hospital  Stay Was 1.7 Days. Treatment Was Conservative In 15 Patients; Five Patients Had  Gastroscopic Retrieval; 15 Patients Underwent Examination Under Anaesthetic,  Retrieval And Proctosigmoidoscopy And Three Patients Underwent Laparotomy For  Impacted Foreign Bodies. Git Foreign Body Ingestion Or Insertion Is Common;  However, Majority Of Cases Can Be Successfully Managed Conservatively.",,False,,False,
367,2021,"Norton-Gregory, A.","Norton-Gregory, Ashley A.; Kulkarni, Naveen M.; O'Connor, Stacy D.; Budovec, Joseph J.; Zorn, Adam P.; Desouches, Stephane L.","Radiographics : A Review Publication Of The Radiological Society Of North America, Inc",,PubMed,10.1148/rg.2021200132,,Ct Esophagography For Evaluation Of Esophageal Perforation,"Esophageal Emergencies Such As Rupture Or Postoperative Leak Are Uncommon But May Be Life Threatening When They Occur. Delay In Their Diagnosis And Treatment May  Significantly Increase Morbidity And Mortality. Causes Of Esophageal Injury  Include Iatrogenic (Including Esophagogastroduodenoscopy And Stent Placement),  Foreign Body Ingestion, Blunt Or Penetrating Trauma To The Chest Or Abdomen, And  Forceful Retching, Also Called Boerhaave Syndrome. Although Fluoroscopic  Esophagography Remains The Imaging Study Of Choice According The American College  Of Radiology Appropriateness Criteria, Ct Esophagography Has Been Shown To Be At  Least Equal To If Not Superior To Fluoroscopic Evaluation For Esophageal Injury.  In Addition, Ct Esophagography Allows Diagnosis Of Extraesophageal Abnormalities,  Both As The Cause Of The Patient'S Symptoms As Well As Incidental Findings. Ct  Esophagography Also Allows Rapid Diagnosis Since The Examination Can Be Readily  Performed In Most Clinical Settings And Requires No Direct Radiologist  Supervision, Requiring Only Properly Trained Technologists And A Ct Scanner.  Multiple Prior Studies Have Shown The Limited Utility Of Fluoroscopic  Esophagography After A Negative Chest Ct Scan And The Increase In Accuracy After  Adding Oral Contrast Agent To Ct Examinations, Although There Is Considerable  Variability Of Ct Esophagography Protocols Among Institutions. Development Of A  Ct Esophagography Program, Utilizing A Well-Defined Protocol With Input From  Staff From The Radiology, Gastroenterology, Emergency, And General Surgery  Departments, Can Facilitate More Rapid Diagnosis And Patient Care, Especially In  Overnight And Emergency Settings. The Purpose Of This Article Is To Familiarize  Radiologists With Ct Esophagography Techniques And Imaging Findings Of Emergent  Esophageal Conditions. Online Supplemental Material Is Available For This  Article. (©)Rsna, 2021.",,False,,False,
478,2024,"Marie, A.","Marie A., Sahli-Vivicorsi S., Leclere J.-C.","European Annals Of Otorhinolaryngology, Head And Neck Diseases",,Embase,10.1016/j.anorl.2023.04.006,,A Dangerous Appetite,,,False,,False,
68,2000,"Miller, G.",Gw Miller,,GW Miller - 2000 - books.google.com,Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=jZv0DwAAQBAJ&oi=fnd&pg=PR13&dq=King+Of+Hearts:+The+True+Story+Of+The+Maverick+Who+Pioneered+Open+Heart+Surgery+gw+miller+2000&ots=hiSKy5RAhY&sig=y-DTJsiU5BNCJiNxWWo3u91ePRk&redir_esc=y#v=onepage&q=King%20Of%20Hearts%3A%20The%20True%20Story%20Of%20The%20Maverick%20Who%20Pioneered%20Open%20Heart%20Surgery%20gw%20miller%202000&f=false,King Of Hearts: The True Story Of The Maverick Who Pioneered Open Heart Surgery,"Few Of The Great Stories Of Medicine Are As Palpably Dramatic As The Invention Of Open-Heart Surgery, Yet, Until Now, No Journalist Has Ever Brought All Of The Thrilling Specifics Of This ...",Abstract not available,True,2.0,True,2.0
76,2002,"Brenner, R.","Rr Simon, Be Brenner",,"RR Simon, BE Brenner - 2002 - books.google.com",Google Scholar,,"https://books.google.lk/books?hl=en&lr=&id=dUkQOSA77-8C&oi=fnd&pg=PR19&dq=RR+Simon,+BE+Brenner+-+2002+emergency+procedures+and+techniquea&ots=tjnhRZX20Z&sig=LxyCOdiRe1JQJTgze0RZ6tsVzcA&redir_esc=y#v=onepage&q=RR%20Simon%2C%20BE%20Brenner%20-%202002%20emergency%20procedures%20and%20techniquea&f=false",Emergency Procedures And Techniques,"This Thoroughly Updated Fourth Edition Is A Must For Residents And Practitioners Who Need A Practical, Clear, And Readable Guide To Emergency Medicine Procedures. The Book Provides ...",Abstract not available,True,5.0,True,2.0
