"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"R7N5XKWT","journalArticle","2014","S Park, Ds Choi, Hs Shin, Jm Cho, Kn Jeon...","Fish Bone Foreign Bodies In The Pharynx And Upper Esophagus: Evaluation With 64-Slice Mdct","Acta ...","","","10.1177/0284185113493087","","Background Fish Bone (Fb) Is One Of The Common Causes Of Foreign Body Impaction In The Pharynx And Esophagus. Purpose To Investigate The Efficacy Of 64-Slice Multidetector ...","2014","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Acta ...","","","","","","","","","","","Google Scholar","","","","","","/Users/jackgedge/Zotero/storage/2TCVJRYF/S Park - 2014 - Fish Bone Foreign Bodies In The Pharynx And Upper .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHMYN3BZ","journalArticle","2015","Tanrikulu, Y; Sen Tanrikulu, C; Karannan, S; Sahin, H","Ingestion Of Multiple Magnets For Suicide","Hong Kong Journal Of Emergency Medicine","","","10.1177/102490791502200107","","Foreign Objects Ingestion, Either Intentionally Or Accidentally, Is A Well-Known Problem In Paediatric Population. However, It Is Not Uncommonly Seen In Adult Especially In Patients With Psychiatric Disorders And Prisoners. We Presented A Case In Which A Seventeen Year-Old Young Man Attended Emergency Department After Attempting Suicide By Cutting His Wrist. Incidentally, He Was Found To Have Ingested Multiple Magnets Which Stayed In The Stomach. Removal By Endoscopic Method Was Failed. Surgical Removal Of A Total Of Thirty-Three Magnets Through A Surgical Gastrostomy Was Performed.","2015","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Hong Kong Journal Of Emergency Medicine","","","","","","","","","","","Web of Science","","","","","","/Users/jackgedge/Zotero/storage/5CM54J4S/Tanrikulu et al. - 2015 - Ingestion Of Multiple Magnets For Suicide.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQ59L42I","journalArticle","2015","Wadhwa, C; Madhavan, S; Augustine, Aj; Shenoy, S; Mirza, A","The Mule With Golden Eggs: Retrieval Of Unusual Foreign Body","Journal Of Digestive Endoscopy","","","10.4103/0976-5042.159247","","Foreign Body Ingestions Often Consist Of Benign Objects That Will Readily Pass Through The Gastrointestinal (Gi) Tract Without Necessitating Further Intervention. There Are Various Reports In The Literature About Intentional Ingestion Of Foreign Bodies In Prisoners And Body Packers, Which Required Intervention. We Present A Case Of 44-Year-Old Male With A History Of Intentional Ingestion Of 30 Gold Pellets As A Carrier From Dubai To India. The Pellets Were Successfully Retrieved By Upper Gi Endoscopy After 1-Week Of Observation And Unsuccessful Attempts Of Conservative Trial. There Have Been Many Foreign Body Extractions But Gold Retrieval Has Been A Rare Case.","2015","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Journal Of Digestive Endoscopy","","","","","","","","","","","Web of Science","","","","","","/Users/jackgedge/Zotero/storage/RP7RXR2T/Wadhwa et al. - 2015 - The Mule With Golden Eggs Retrieval Of Unusual Fo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIDSBLIQ","journalArticle","2015","Wnęk, Bartosz; Łożyńska-Nelke, Aleksandra; Karoń, Jacek","Foreign Body In The Gastrointestinal Tract Leading To Small Bowel Obstruction--Case Report And Literature Review","Polski Przeglad Chirurgiczny","","","10.1515/pjs-2015-0006","","The Presence Of A Foreign Body In The Gastrointestinal Tract Constitutes A Common Pathology, Considering Surgical Clinical Practice. The Management Of The  Ingestion Of A Foreign Body Depends On Many Factors. The Study Presented A Case  Of A 33-Year-Old Female Patient Subjected To Surgical Treatment, Due To  Deliberate Swallowing Of A Balloon. The Above-Mentioned Was The Amateur  Equivalent Of Intragastric Balloon Insertion, Inducing Weight Loss. This Is A  Rare Cause Of A Foreign Body Ingestion, Seldomly Found In Literature Data. The  Patient Reported To The Emergency Department On The Second Day After Ingestion  With Symptoms Of Mechanical Subobstruction, And After Initial Diagnostics, Was  Qualified For Surgery. The Postoperative Period Proved Uneventful. The Study  Illustrated The Often Unfavourable Access To False Data On The Internet, Which  May Stimulate Towards The Above-Mentioned Behaviour.","2015","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Polski Przeglad Chirurgiczny","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/JA48NN46/Wnęk et al. - 2015 - Foreign Body In The Gastrointestinal Tract Leading.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDUDCT2Z","journalArticle","2015","Akay, Seval; Günay, Süleyman; Binicier, Ömer Burçak; Paköz, Zehra Betül; Akar, Harun","A Deliberately Swallowed Foreign Body: Money Package","Endoscopy","","","10.1055/s-0035-1569668","","","2015","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Endoscopy","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/TVKVQUVD/Akay et al. - 2015 - A Deliberately Swallowed Foreign Body Money Packa.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A26MJ4UF","journalArticle","2015","Brunner J.; Russel M.; Herr K.; Benjamin E.; Myers L.; Boyko O.; Jaffray P.; Reddy S.","Nonsuicidal Self-Injury-Related Foreign Bodies In The Emergency Department","Seminars In Ultrasound, Ct And Mri","","","10.1053/j.sult.2014.10.007","","Nonsuicidal Self-Injury Is A Common Cause Of Foreign Bodies Encountered In Emergency Departments, Resulting In Significant Morbidity, Mortality, And Economic Costs. We Review The Role Of Imaging And Frequent Imaging Findings In Nonsuicidal Self-Injury, Illustrated By Case Examples From A Level 1 Trauma Center With Dedicated Jail And Psychiatric Wards In A Major Us Metropolitan Teaching Hospital. © 2014.","2015","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Seminars In Ultrasound, Ct And Mri","","","","","","","","","","","SCOPUS","","","","","","/Users/jackgedge/Zotero/storage/EZ7FJD6G/1-s2.0-S0887217114001073-main.pdf; /Users/jackgedge/Zotero/storage/MRCG5MYG/Brunner J. et al. - 2015 - Nonsuicidal Self-Injury-Related Foreign Bodies In .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBIFLRTY","journalArticle","2015","Diamond, Sarah J.; Sonnenberg, Amnon","A Game Theoretic Approach To Repeated Foreign Body Ingestion","Endoscopy","","","10.1055/s-0034-1390920","","","2015","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Endoscopy","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/CKQEZ6JF/Diamond and Sonnenberg - 2015 - A Game Theoretic Approach To Repeated Foreign Body.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DS95TYCM","journalArticle","2015","Oo Lucky, Eo Adaobi","Disk Batteries In The Esophagus Of Nigerian Children: Case Series","Online Journal Of Otolaryngology","","","","","Foreign Body (Fb) Ingestion Is Common In Clinical Practice Especially In Children. Its Impaction In The Esophagus Constitutes An Important Cause Of Morbidity And Mortality In Our ...","2015","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Online Journal Of Otolaryngology","","","","","","","","","","","Google Scholar","","","","","","/Users/jackgedge/Zotero/storage/VHGVW4E9/Oo Lucky - 2015 - Disk Batteries In The Esophagus Of Nigerian Childr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARGHAVXX","journalArticle","2015","Dunphy, Louise; Maatouk, Mohamed; Raja, Mazhar; O'Hara, Richard","Ingested Cylindrical Batteries In An Incarcerated Male: A Caustic Tale!","Bmj Case Reports","","","10.1136/bcr-2014-208922","","A 37-Year-Old Incarcerated Man Presented To The Accident And Emergency Department Following The Deliberate Ingestion Of Eight Cylindrical Batteries. He Also  Admitted To Inserting A Razor Blade Wrapped In Cling-Film Into His Rectum; In  Addition, He Sustained A Self-Inflicted Laceration To His Left Antecubital Fossa,  Using The Metal Casing From A Battery. His Medical History Included A Borderline  And Emotionally Unstable Personality Disorder. He Had Ingested Several Batteries  12 Months Previously And Required An Emergency Laparotomy To Retrieve Them. On  The Present Admission, As There Was No Clinical Evidence Of Small Bowel  Obstruction, He Was Treated Conservatively With Serial Radiographs. Following  Conservative Management, The Batteries Failed To Progress Through The  Gastrointestinal Tract, Hence A Laparotomy Was Performed And All The Batteries  Were Extricated. This Paper Discusses The Management And Associated Sequelae Of  Patients Presenting Following The Intentional Ingestion Of A Battery.","2015","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Bmj Case Reports","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/7FZC8KAI/Dunphy et al. - 2015 - Ingested Cylindrical Batteries In An Incarcerated .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMFJXC24","journalArticle","2016","Yildiz, I; Koca, Ys; Avsar, G; Barut, I","Tendency To Ingest Foreign Bodies In Mentally Retarded Patients: A Case With Ileal Perforation Caused By The Ingestion Of A Teaspoon","Case Reports In Surgery","","","10.1155/2016/8075432","","Introduction. Unintentional Foreign Body Ingestion Commonly Occurs Accidentally In Children Aged Between 3 Months And 6 Years And At Advanced Ages Or Results From Psychiatric Disorders Such As Hallucination In Patients With Mental Retardation. Most Of The Ingested Foreign Bodies Are Naturally Discharged From The Body But Some Of Them May Require Surgical Intervention. Presentation Of Case. A 29-Year-Old Mentally Retarded Female Patient Was Admitted To The Emergency Service With A Two-Day History Of Abdominal Pain, Nausea, And Vomiting. Physical Examination Revealed Abdominal Tenderness, Defense, And Rebound On Palpation. Radiological Examination Revealed Diffuse Air-Fluid Levels And A Radiopaque Impression Of A Metal Object In The Right Upper Quadrant. The Metal Teaspoon Causing Ileal Perforation Was Extracted By Emergency Laparotomy. On Postoperative Day 7, The Patient Was Uneventfully Discharged Following A Psychiatric Consultation. Discussion. Foreign Body Ingestion Can Occur Intentionally In Children At Developing Ages And Old-Age Patients, Or Adults And Prisoners, Whereas It May Occur Unintentionally In Patients With Mental Retardation Due To Hallucination. However, Repeated Foreign Body Ingestion Is Very Rare In Individuals Other Than Mentally Retarded Patients. Conclusion. Mentally Retarded Patients Should Be Kept Under Close Surveillance By Surgeons And Psychiatrists Due To Their Tendency To Ingest Foreign Bodies.","2016","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Case Reports In Surgery","","","","","","","","","","","Web of Science","","","","","","/Users/jackgedge/Zotero/storage/E37793XN/Yildiz et al. - 2016 - Tendency To Ingest Foreign Bodies In Mentally Reta.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5MLWTFB","journalArticle","2016","Otey, A; Houser, Js; Jones, C; Evans, Dc; Dalal, Pp; Whitmill, Ma; Levine, Ej; Mckimmie, Rl; Papadimos, Tj; Steinberg, Sm; Bergese, Sd; Stawicki, Sp","Republication: Examination Of Financial Charges Associated With Intentional Foreign Body Ingestions By Prisoners: A Pattern Of Escalation","International Journal Of Academic Medicine","","","10.4103/2455-5568.188730","","Introduction: Intentional Ingestions Of Foreign Objects (Iifo) Continue To Be Prevalent Among Prisoners. Our Previous Research Examined Determinants Of Hospital Admission, Endoscopy, And Surgery Among Prisoners Who Ingest Foreign Objects. However, Little Is Known About The Financial Impact Of These Events On Healthcare Facilities That Service The Prisoner Population. This Study Aims To Fill This Gap By Examining Hospital Charges Attributable To 435 Prisoner Episodes Of Iifo. Methods: A Retrospective Review Of All Prisoners Who Presented To Our Medical Center With The Complaint Of Iifo Was Conducted. Both Institutional Review Board And Bureau Of Prisons Approvals Were Obtained Before Data Collection. All Prisoners Ages 18-75 Were Included Between The Dates Of January 2004 And December 2011. Episodes Were Divided Into Three Categories: (A) Unverified Iifo Wherein Ingested Object Was Claimed By The Patient But Never Identified; (B) Verified Iifo Wherein Ingested Object Was Clearly Identified; (C) Secondary Events Due To Direct Complications Of Previous Iifo Episode (S). The Temporal Occurrence Of Iifo Was Organized By Increasing The Number Of Episodes And Grouped Accordingly. Detailed List Of Hospital Charges Was Obtained For Every Iifo Episode Including: (A) Emergency Services, (B) Procedures, (C) Laboratory, (D) Surgical Supplies, (E) Allied Health Services, (F) Radiology Studies, (G) Anesthesiology Charges, (H) Pharmacy, And (H) Intensive Care Costs. Descriptive Statistics Were Used To Analyze Basic Data. Kruskal-Wallis Test Was Used To Examine Differences Among Nonnormally Distributed Variables And Sub-Groups. Statistical Significance Set At Alpha = 0.05. Results: A Total Of 435 Iifo Episodes Occurred During The Study Period In A Population Of 125 Patients (Mean Age 33.8 +/- 11.7 Years, Median Age 34 [Range 19-75] Years, 92.8% Male). Hospital Charges Associated With These Episodes Totaled $6,209,557. There Were 94 Unverified Iifos, 332 Verified Iifos, And 9 Secondary Events. Verified Iifos Were Associated With Significantly Greater Median Charges ($5,860) Than Unverified Iifos ($3,997) And Secondary Events Carried Lower Cost ($3,501) Than The Former Two (P < 0.01). We Also Observed A Pattern Of Escalating Costs Associated With Increasing Number Of Sequential Iifo Episodes, With The 1St Episode Carrying Median Charges Of $4,683 And Episodes Numbered 11+ Carrying Median Charges Of $7,698 (P < 0.01). Conclusions: Hospital Charges Associated With The Care Of Prisoners Who Ingest Foreign Objects Tend To Escalate Over Time. Although Charges In Most Of The Categories Demonstrated Increases With Greater Numbers Of Ingestions, The Largest Contributors To This Pattern Of Escalating Charges Included Radiology, Pharmacy, Hospital Room Charges, And Surgical Services. These Findings Suggest That Early Intervention In The Destructive Cycle Of Iifo May Not Only Improve Patient Outcomes But Also Result In Savings To The Healthcare System. The Following Core Competencies Are Addressed In This Article: Medical Knowledge, Patient Care, Practice Based Learning And Improvement, Systems Based Practice. Republished With Permission From: Otey Aj, Houser Js, Jones C, Evans Dc, Dalal P, Whitmill Ml, Levine E, Mckimmie R, Papadimos Tj, Steinberg Sm, Bergese Sd, Stawicki Sp. Examination Of Financial Charges Associated With Intentional Foreign Body Ingestion By Prisoners: A Pattern Of Escalation. Opus 12 Scientist 2014;8(1):6-8.","2016","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","International Journal Of Academic Medicine","","","","","","","","","","","Web of Science","","","","","","/Users/jackgedge/Zotero/storage/INQH3RJM/Otey et al. - 2016 - Republication Examination Of Financial Charges As.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5ZBLS3K","journalArticle","2016","Brezean, I; Moldovan, H; Ferechide, D; Vîlcu, M; Petrea, S","Self-Harm In The Prison System","Romanian Journal Of Legal Medicine","","","10.4323/rjlm.2016.194","","Self-Harm Is A Much More Common Pathology Within The Prison Environment Than Outside Of This, So Much So That It Can Be Considered Specific To It. For 7 Years, In The Biggest Prison Hospital In Romania, Self-Harm Was Present In 5% Of The Hospitalized Patients, With A Total Of 762 Cases. The Mechanisms Of Self-Harm Were The Ingestion Of Foreign Bodies (63%) And The Insertion Of Foreign Bodies In: The Soft Parts (19%), Intracranially (6%), Intraabdominally (2%) And Intrathoracically (2%). Metal Bodies Are The Most Commonly Used In Self-Harm (Over 90%). The Self-Harm Technique Is Learnt From The Inmates With A History Of Such Incidents. The Mortality Is Low (0.4%), Refusal Of Treatment Is Found In 13% Of Cases, And Recurrence Of Self-Harm Is Common Where The Ingestion And Intracranial Insertion Of Foreign Bodies Occurs (42%-50%). Mental Disorders, Dominated By Personality Disorders, Are Found In 46% Of Patients.","2016","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Romanian Journal Of Legal Medicine","","","","","","","","","","","Web of Science","","","","","","/Users/jackgedge/Zotero/storage/R6NCWZ89/Brezean et al. - 2016 - Self-Harm In The Prison System.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WJRJN2V","journalArticle","2017","Peixoto, A.; Pereira, P.; Macedo, G.","Gastrointestinal: Voluntary Padlock Ingestion","Journal Of Gastroenterology And Hepatology","","","10.1111/jgh.13828","","","2017","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Journal Of Gastroenterology And Hepatology","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/4QGIJSU7/Peixoto et al. - 2017 - Gastrointestinal Voluntary Padlock Ingestion.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWXSKHZB","journalArticle","2017","Nh Senussi, N Saleem","Ingestion Of Computer Circuit Boards Causing Esophageal Impaction And Small Bowel Obstruction","Baylor University Medical Center ...","","","10.1080/08998280.2017.11929541","","Foreign Body Ingestion Is Common In Patients With Psychiatric Diagnoses. Ingested Objects Can Become Impacted In The Upper And Lower Gastrointestinal Tract, Causing Serious ...","2017","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Baylor University Medical Center ...","","","","","","","","","","","Google Scholar","","","","","","/Users/jackgedge/Zotero/storage/GK4PILRL/Nh Senussi - 2017 - Ingestion Of Computer Circuit Boards Causing Esoph.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JR3GY7W5","journalArticle","2017","Yayama, So; Tanimoto, Chie; Suto, Shunji; Matoba, Kei; Kajiwara, Tomomi; Inoue, Masue; Endo, Yoshimi; Yamakawa, Miyae; Makimoto, Kiyoko","Analysis Of Inedible Substance Ingestion At A Japanese Psychiatric Hospital","Psychogeriatrics","","","10.1111/psyg.12237","","Background: Inedible Substance Ingestion Increases The Risk Of Ileus, Poisoning, And Suffocation. Prevention Is Especially Important In A Psychiatric Setting. This Study Aimed To Analyze The Incidence Of Inedible Substance Ingestion In A Japanese Psychiatric Hospital. Methods: Inedible Substance Ingestion Incidents Were Extracted From An Incident Report Database Spanning 2000–2012 At A 400‐Bed Psychiatric Hospital In Japan. We Tabulated The Frequencies Of Incidents In Accordance With Major Diagnosis, Ingested Materials, Incident Levels, And Time Of Occurrence. Results: The Incidence Rate Was 0.09/1000 Patient Days, And 149 Cases In 105 Patients Were Classified As Having Experienced Inedible Substance Ingestion. The Most Common Diagnosis Was Dementia (N = 58), Followed By Schizophrenia (N = 22). Materials Ingested By Dementia Patients Were Nappies Or Gauze Attached To The Patient'S Body After Medical Procedures. Materials Ingested By Schizophrenic Patients Were Liquid Soap, Detergent Or Shampoo, And Cigarettes. Inedible Substance Ingestion Among Dementia Patients Occurred Mostly Before Or During Meals. Among Schizophrenic Patients, The Peak Period Of Incidents Was In The Evening. Conclusions: Dementia Patients Were Overrepresented In The Inedible Substance Ingestion Incidents. Items They Wore Or Applied To Their Bodies Were Often Subject To Ingestion, And Such Behaviours Mostly Occurred Around Meal Time. Therefore, The Nursing Staff Were Able To Discover Them Quickly And Treat Most Of The Cases Free Of Serious Consequences. In Contrast, Schizophrenic Patients Were Underrepresented In The Incidents, And Most Cases Involved Ingestion Of Detergent Powder Or Cigarettes, Resulting In More Serious Consequences And Requiring Treatment. (Psycinfo Database Record (C) 2022 Apa, All Rights Reserved)","2017","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Psychogeriatrics","","","","","","","","","","","PsycINFO","","","","","","/Users/jackgedge/Zotero/storage/WUAU9WTC/Yayama et al. - 2017 - Analysis Of Inedible Substance Ingestion At A Japa.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHJ77MND","journalArticle","2017","Vats, Manu; Ramasamy, Sadhasivam; Neogi, Sushanto; Tudu, Sanjeev Kumar","Ingestion Of Nine Metallic Nails With Corrosive: What Happened Next?","Bmj Case Reports","","","10.1136/bcr-2017-222338","","A 20-Year-Old Woman Was Brought To The Surgery Emergency Department With The Complaint Of Epigastric Pain Since 1 Day Following Ingestion Of Multiple Metallic  Nails With A Cup Full Of Toilet Cleaner (Corrosive Acid) With A Suicidal  Intention. Physical Examination Was Essentially Unremarkable, And The Abdomen  Showed No Signs Of Perforation Peritonitis. X-Rays Of The Abdomen Showed Multiple  'Nail'-Like Radiopaque Shadows In The Abdominal Cavity With No Evidence Of Free  Gas Under The Domes Of The Diaphragm. A Non-Operative Expectant Management Was  Pursued. The Patient Had Passed All The Sharps In Stools Without Any Complication  And Was Discharged After 12 Days. After 3 Weeks, The Patient Presented With  Non-Bilious Vomiting. Further Investigations Revealed Pyloric Stenosis With No  Oesophageal Luminal Stenosis. To Bypass The Pyloric Stenosis, A Billroth Ii  Gastrojejunostomy Was Performed. The Postoperative Period Was Uneventful, And The  Recovery Was Smooth.","2017","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Bmj Case Reports","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/LI6SNIRM/Vats et al. - 2017 - Ingestion Of Nine Metallic Nails With Corrosive W.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MFHKY2B","journalArticle","2017","Volpi, A.; Laforgia, R.; Lozito, C.; Panebianco, A.; Punzo, C.; Ialongo, P.; Carbotta, G.; Sederino, M. G.; Minafra, M.; Paterno, A.; Palasciano, N.","Ingestion Of Foreign Bodies Among Prisoners: A Ten Years Retrospective Study At University Hospital Of Southern Italy","Il Giornale Di Chirurgia","","","10.11138/gchir/2017.38.2.080","","Introduction: We Studied 21 Episodes Of Ingestion Of Foreign Bodies (Ifo) Among 15 Prisoners. Patients And Methods: Rectrospective Research In Pts Admitted To  Emergency From June 2005 To May 2105. Ingestion, Management And Pts Outcome Were  Analyzed. Prisoners With Previous Esophagogastroduodenal Disease Were Excluded.  Results: All Pts Were Males And Ingestions Were Intentional.  Esophagogastroduoduenoscopy (Egds) Was Performed In 10Pts (8 Cases With  Successful Removal, 1 Case We Did Not Find Anything E 1 Of Unsuccessful Egds,  That Required Emergency Surgey. 9 Pts Rejected Egds: In 2 Pts Were Not  Necessary.Among The 9 Pts That Rejected Egds, 5 Discharged Voluntary. No  Mortality Neither Morbidity. Only 1 Pt Required Surgery.The Ifo Were 34 (23  Sharp, 6 Flat,5 Indefined). We Did Not Observe Any Food Bolus Impaction. Multiple  Ingestion Was Found In 11 Pts. Recurrent Episodes Were Found In 4 Pts.  Discussion: Almost All Episodes Can Be Treated Conservatively With Observation  And Endoscopy But The Management Of This Pts Has A Financial Impact On Healthcare  Cost And On Security Costs. Prevention Strategies Are Important To Predict  Patient Group At High Risk For Recurrent Ifo.","2017","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Il Giornale Di Chirurgia","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/EWUL3HAB/Volpi et al. - 2017 - Ingestion Of Foreign Bodies Among Prisoners A Ten.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJ8PWDD9","journalArticle","2017","Takahashi, Jin; Shiga, Takashi; Funakoshi, Hiraku","Oesophageal Coins Invisible On Chest Radiography: A Case Report","International Journal Of Emergency Medicine","","","10.1186/s12245-017-0153-8","","Background: Coins Are Made Of Metal, Which Is Generally Radiopaque, And So Physicians Often Have The Misconception That All Coins Are Detectable By  Radiography. Here, We Report A Case Of Intentionally Swallowed Coins In The  Oesophagus Of An Adult; The Coins Could Not Be Detected On Chest Radiography But  Were Detected Using Computed Tomography (Ct). Case Presentation: A 46-Year-Old  Woman With A History Of Depression Presented To The Emergency Department After An  Intentional Medication Overdose And Ingestion Of Two Japanese 1-Yen Coins. She  Complained Of Persistent Retrosternal Discomfort. In Order To Confirm Whether The  Coins Were In The Oesophagus Or Trachea, An Anteroposterior Chest Radiograph Was  Obtained; However, No Coins Were Detected. Owing To Her Persistent Symptoms, A  Chest Ct Was Performed. On The Initial Ct Scan, Two 1-Yen Coins Were Observed In  The Oesophagus: One In The Middle Oesophagus And The Other In The Lower  Oesophagus. After The Scanning, The Patient Drank Water With Permission, But  Vomited. No Coins Were Found In Her Vomit, And The Symptoms Of Retrosternal  Discomfort Had Completely Disappeared. A Subsequent Ct Scan Revealed That The Two  1-Yen Coins Were In The Patient'S Stomach. Conclusions: Japanese 1-Yen Coins Are  Made Of 100% Aluminium, Which Is Less Radiopaque Than The Metals That Make Up  Coins (Nickel, Bronze, And Lead), And So, They Were Not Visible Via Chest  Radiography In Our Case. Detecting Very Small Or Thin Radiolucent Foreign Bodies  Is Not Possible Using A Chest Radiograph Or Contrast Oesophagram, But Is Possible  Via Ct. Ct Is Both Increasingly Convenient And Non-Invasive, Unlike Endoscopy Or  Bronchoscopy, And So, The Use Of Ct Scans Should Be Considered In Cases Of  Possible Radiolucent Foreign Body Ingestion.","2017","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","International Journal Of Emergency Medicine","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/T7LMIRYY/Takahashi et al. - 2017 - Oesophageal Coins Invisible On Chest Radiography .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW52F7DB","journalArticle","2017","Chahine, Elias; El Khoury, Lionel; Baghdady, Ramez; Chouillard, Elie","Recurrent Gastric Metal Bezoar: A Rare Cause Of Gastric Outlet Obstruction","Bmj Case Reports","","","10.1136/bcr-2017-221928","","A 52-Year-Old Male Patient With Psychiatric Medical History Who Presented To The Emergency Department Five Times During A Period Of 5 Years Due To Gastric Outlet  Obstruction Manifested Mainly By Abdominal Pain, Vomiting And Haematemesis After  Intentionally Ingesting Metals And Which Necessitate Several Surgical  Interventions. Lately, He Presented With Generalised Peritonitis Due To Gastric  Perforation From Metal Bezoars. Chronic Abdominal Symptoms In Patient Having A  Psychiatric Disorder Can Be Due To Foreign Body Ingestion. Treatment Is Often  Surgical And The Whole Digestive Tract Should Be Explored To Avoid Retained  Bezoars.","2017","2025-01-28 08:43:21","2025-01-28 08:43:21","","","","","","","Bmj Case Reports","","","","","","","","","","","PubMed","","","","","","/Users/jackgedge/Zotero/storage/VCGRYKPH/Chahine et al. - 2017 - Recurrent Gastric Metal Bezoar A Rare Cause Of Ga.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
