Study_ID,Exclude_JGE,Reason_ID_JGE,Unclear_JGE,Comments_JGE,Exclude_MS,Reason_ID_MS,Unclear_MS,Comments_MS,Exclude_GC,Reason_ID_GC,Comments_GC,Exclude_FINAL,Reason_ID_FINAL
273,False,,,52M case report of intentionally swallowing metal,,,,,,,,False,
274,False,,,38F case report. Intentional ingested comb.,,,,,,,,False,
278,False,,,"""This case is one of a 27-yearold Sudanese man who presented having swallowed a ballpoint pen intentionally""",False,,False,,,,,False,
288,False,,,"""The types of selfharm and suicide attempts included hanging (n = 25), wrist cutting (n = 19), ingestion of foreign objects (n = 17), and others (n = 29)""",,,,,,,,False,
292,False,,,27M ingested wooden ball intentionally as a bet.,,,,,,,,False,
300,False,,,"""a rare case of razor blades lodged in the appendix as a result of intentional ingestion""",,,,,,,,False,
307,False,,,Follow-up study of 11 patients with repeated intentional ingestion of foreign object.,,,,,,,,False,
311,False,,,47M case report. Intentional ingestion of bell clappers during religious ceremony.,,,,,,,,False,
312,False,,,,,,,,,,,False,
314,False,,,35M case report perforated stomach after ingestion of knife.,,,,,,,,False,
319,False,,,"""A 46-year-old schizophrenic male presented to the emergency department (ED) after deliberate ingestion of an undetermined number of open razor blades""",,,,,,,,False,
321,False,,,"""describes a case of repeated foreign body ingestion in which a patient required 15 procedures under general anaesthetic to remove foreign bodies over a 6-month period.""",,,,,,,,False,
322,False,,,28M intentionally ingested bronze catfish whilst intoxicated,,,,,,,,False,
327,False,,,42M prisoner intentional ingestion of metal clip.,,,,,,,,False,
328,False,,,"39M ""intentional ingestion of multiple objects including 50 paperclips, 50 screws, eight batteries, and seven razor blades covered in paper""",,,,,,,,False,
333,False,,,,,,,,,,,False,
336,False,,,"Contains some intentional ingestion: ""The majority of ingestions were unintentional, with only 3 patients deliberately swallowing the Buckyball magnets""",,,,,,,,False,
342,False,,,"Compares intention and accidental objects, management, outcomes in China.",,,,,,,,False,
345,False,,,Case series of 3 individuals with repetative deliberant foreign body ingestion.,,,,,,,,False,
348,False,,,Case report. 42M deliberately swallowed a spanner.,,,,,,,,False,
349,False,,,9F with adjustment disorder who deliberately ingested magnets.,,,,,,,,False,
353,False,,,"Case report. 17F ""patient admitted to disassembling a pencil sharpener and swallowing the blade approximately 24 hours prior to presentation""",,,,,,,,False,
356,False,,,"38F BPD, repeated intentional ingestion of sharp objects.",,,,,,,,False,
359,False,,,"Case report. 34M ""We present a technically challenging case of intentional ingestion of a large stone""",,,,,,,,False,
360,False,,,Case report. 34F intentionally ingested two razor blades.,,,,,,,,False,
369,False,,,Case report. 30M Intentional Ingestion of 20cm wire.,,,,,,,,False,
370,False,,,"28F Intentional ingestion of needle, found in left atria.",,,,,,,,False,
373,False,,,"Case report. 32M, Deliberate foreign body ingestion. ",,,,,,,,False,
377,False,,,"25 cases if foreign body ingestion with 4 intentional. Empirical data on individual cases extracted into case report data, but motivations not recorded. ",,,,,,,,False,
380,False,,,Paediatric study. Case report. 15F ingested knife blade.,,,,,,,,False,
382,False,,,Letter that includes multiple case reports of deliberate ingestion. ,,,,,,,,False,
386,False,,,Case report. 23M recurrent intentional ingestion of chicken bones.,,,,,,,,False,
399,False,,,Case report of hepatic abscess and death post intentional ingestion of toothbrush?,,,,,,,,False,
401,False,,,5 year retrospective observational study of IIFO ,,,,,,,,False,
402,False,,,Case report. 37M intentional ingestion of metalic object.,,,,,,,,False,
405,False,,,"Case report. 32F, psychiatric history, intentionally swallowed toilet paper holder bracket.",,,,,,,,False,
406,False,,,Case report. 29F ingested 30 thumb tacks and two batteries impulsively. Also multiple other things in hospital. ,,,,,,,,False,
409,False,,,Case report. 35M prisoner deliberate ingestion of 6.5cm nail clippers.,,,,,,,,False,
414,False,,,Case report. 35M prisoner intentionally ingested mobile phone 40 days prior.,,,,,,,,False,
416,False,,,Case report. 26F intentionally swallowed two sewing needles.,,,,,,,,False,
421,False,,,Retrospective case series of deliberate and accidental whole or patial toothbrush ingestion. Deliberate case histories specifically recorded.,,,,,,,,False,
431,False,,,,,,,,,,,False,
432,False,,True,"Retrospective, single-centra australian study of management and complications following ingestion of foreign object. Some intentional ingestions included, but does not report rates of intentional ingestion in this mixed population. ",,,,,,,,False,
439,False,,,Case report . 30M intentional ingestion of 216 metal objects.,,,,,,,,False,
441,False,,,Review of 13 prisoners who intentional swallowed objects and the management thereof.,,,,,,,,False,
442,False,,,Retrospective multi-centre study of deliberate foreign body ingestion in people with underlying mental illness.,,,,,,,,False,
443,False,,,Case report. 17F repeated intentional ingestions with laparotomy and ovarian injury.,,,,,,,,False,
450,False,,,,,,,,,,,False,
451,False,,,Case report. 23M intentional ingestion 17 days prior.,,,,,,,,False,
456,False,,,,,,,,,,,False,
460,False,,,Case report. 29M ingested nails.,False,,False,,,,,False,
461,False,,,Retrospective chart review of 8 patients than ingested on 52 occasions in Croydon.,,,,,,,,False,
465,False,,,Multiple cases of intentional ingestion.,,,,,,,,False,
471,False,,,Case report. 58F intentional ingestion of table cloth.,True,2.0,False,,False,,Not bezoar.,False,
475,False,,,Case report. 25F ingest multiple objects intentionally. ,,,,,,,,False,
476,False,,,Case series. 2 adults multiple repeat intentional ingestions,,,,,,,,False,
482,False,,,,,,,,,,,False,
483,False,,,Case report. 20.  Intentional ingestion of butter knife.,,,,,,,,False,
484,False,,,Case report. 29F repeated intentional ingestion of foreign objects.,,,,,,,,False,
485,False,,,Case report. 45M intentional ingestion of button battery for secondary gain.,,,,,,,,False,
