id,Publication Year,Authors,Title,Publication Title,Database,Exclude,Reason ID,Paediatric,Intention Reported,Deliberate intention,Unclear,Accessed,Comments
172,2012,"Naji, Hussein; Isacson, Daniel; Svensson, Jan F.; Wester, Tomas",Bowel Injuries Caused By Ingestion Of Multiple Magnets In Children: A Growing Hazard,Pediatric Surgery International,PubMed,False,,True,True,True,,30/01/2025,12 year old potentially intentional ingestion whilst playing a game with her brother.
175,2012,"Lee, Jun Hyung; Kim, Hyun Cheol; Yang, Dal Mo; Kim, Sang Won; Jin, Wook; Park, Seong Jin; Kim, Hyoung Jung",What Is The Role Of Plain Radiography In Patients With Foreign Bodies In The Gastrointestinal Tract?,Clinical Imaging,PubMed,False,,,True,True,,30/01/2025,"1 case. 62 year old man, ""swallowed broken scissors in an attempt to commit suicide""."
214,2015,"Tanrikulu, Y; Sen Tanrikulu, C; Karannan, S; Sahin, H",Ingestion Of Multiple Magnets For Suicide,Hong Kong Journal Of Emergency Medicine,Web of Science,False,,True,True,True,,30/01/2025,"""We presented a case in which a seventeen year-old young man attended emergency department after attempting suicide by cutting his wrist. Incidentally, he was found to have ingested multiple magnets which stayed in the stomach."""
217,2015,"Wadhwa, C; Madhavan, S; Augustine, Aj; Shenoy, S; Mirza, A",The Mule With Golden Eggs: Retrieval Of Unusual Foreign Body,Journal Of Digestive Endoscopy,Web of Science,False,,,True,True,,30/01/2025,"""We present a case of 44_year_old male with a history of intentional ingestion of 30 gold pellets as a carrier from Dubai to India."""
219,2015,"Wnęk, Bartosz; Łożyńska-Nelke, Aleksandra; Karoń, Jacek",Foreign Body In The Gastrointestinal Tract Leading To Small Bowel Obstruction--Case Report And Literature Review,Polski Przeglad Chirurgiczny,PubMed,False,,,True,True,,30/01/2025,"""The study presented a case of a 33-year-old female patient subjected to surgical treatment, due to deliberate swallowing of a balloon. The above-mentioned was the amateur equivalent of intragastric balloon insertion, inducing weight loss."""
226,2015,"Akay, Seval; Günay, Süleyman; Binicier, Ömer Burçak; Paköz, Zehra Betül; Akar, Harun",A Deliberately Swallowed Foreign Body: Money Package,Endoscopy,PubMed,False,,,True,True,,30/01/2025,Syrian refugee who swallowed $1000 for safe keeping whilst fleeing Syria. Endoscopically removed without complication and returned to him.
238,2016,"Yildiz, I; Koca, Ys; Avsar, G; Barut, I",Tendency To Ingest Foreign Bodies In Mentally Retarded Patients: A Case With Ileal Perforation Caused By The Ingestion Of A Teaspoon,Case Reports In Surgery,Web of Science,False,,,False,,,30/01/2025,"""Mentally retarded"" patient"
260,2017,"Peixoto, A.; Pereira, P.; Macedo, G.",Gastrointestinal: Voluntary Padlock Ingestion,Journal Of Gastroenterology And Hepatology,PubMed,False,,,,,,30/01/2025,Single case of intentional padlock ingestion in female with cerebral palsy and 'self-destructive behaviour'
274,2017,"Chang, Wen-Jung; Chiu, Wen-Yi",Gastric Foreign Body: A Comb,Clinical Case Reports,PubMed,False,,,True,True,,30/01/2025,38F case report. Intentional ingested comb.
278,2017,"Gardner, Andrew W.; Radwan, Rami W.; Allison, Miles C.; Codd, Rhodri J.",Double Duodenal Perforation Following Foreign Body Ingestion,Bmj Case Reports,PubMed,False,,,True,True,,30/01/2025,"""This case is one of a 27-yearold Sudanese man who presented having swallowed a ballpoint pen intentionally"""
292,2018,"Riva, Carlo Galdino; Toti, Francesco Angelo Taddàus; Siboni, Stefano; Bonavina, Luigi",Unusual Foreign Body Impacted In The Upper Oesophagus: Original Technique For Transoral Extraction,Bmj Case Reports,PubMed,False,,,True,True,,31/01/2025,27M ingested wooden ball intentionally as a bet.
311,2019,"Thapa, Niresh; Basnyat, Subi; Maharjan, Muna","Ingestion Of Bell Clappers By A Shaman In Jumla, Nepal: A Case Report",Jnma; Journal Of The Nepal Medical Association,PubMed,False,,,True,,,31/01/2025,47M case report. Intentional ingestion of bell clappers during religious ceremony.
314,2019,"Kumar, Ranesh; Soni, Nikhil; Bhardwaj, Suraj; Bhoil, Rohit; Gupta, Suresh C.",Intentional Foreign Body Ingestion,Internal And Emergency Medicine,PubMed,False,,,True,True,,31/01/2025,35M case report perforated stomach after ingestion of knife.
319,2019,"Jehangir, Maham; Mallory, Christopher; Medverd, Jonathan R.",Digital Tomosynthesis For Detection Of Ingested Foreign Objects In The Emergency Department: A Case Of Razor Blade Ingestion,Emergency Radiology,PubMed,False,,,True,True,,31/01/2025,"""A 46-year-old schizophrenic male presented to the emergency department (ED) after deliberate ingestion of an undetermined number of open razor blades"""
322,2019,"Benoist, Lbl; Van Der Hoven, B; De Vries, Ac; Pullens, B; Kompanje, Ejo; Moeliker, Cw",A Jackass And A Fish: A Case Of Life-Threatening Intentional Ingestion Of A Live Pet Catfish Corydoras Aeneus,Acta Oto-Laryngologica Case Reports,Web of Science,False,,,True,True,,31/01/2025,28M intentionally ingested bronze catfish whilst intoxicated
328,2019,"Guinan, D.; Drvar, T.; Brubaker, D.; Ang-Rabanes, M.; Kupec, J.; Marshalek, P.",Intentional Foreign Body Ingestion: A Complex Case Of Pica,Case Reports In Gastrointestinal Medicine,PubMed,False,,,True,True,,31/01/2025,"39M ""intentional ingestion of multiple objects including 50 paperclips, 50 screws, eight batteries, and seven razor blades covered in paper"""
348,2020,"Al-Faham, Firas Shaker Mahmoud; Al-Hakkak, Samer Makki Mohamed",The Largest Esophageal Foreign Body In Adults: A Case Report,Annals Of Medicine And Surgery (2012),PubMed,False,,,True,True,,31/01/2025,Case report. 42M deliberately swallowed a spanner.
349,2020,"Ali, Alaa; Alhindi, Saeed",A Child With A Gastrocolic Fistula After Ingesting Magnets: An Unusual Complication,Cureus,PubMed,False,,True,True,True,,31/01/2025,9F with adjustment disorder who deliberately ingested magnets.
360,2020,"Delgado Salazar, Jhony Alejandro; Naveda Pacheco, Natalia Carolina; Palacios Jaramillo, Paola Alexandra; Garzón Yépez, Santiago Danilo; Medina Loza, Victor Rafael; Romero Alvarado, Carlos Alberto; Aguilar Ayala, Bernabé Esteban; Molina, Gabriel Alejandro","Ingestion Of Razor Blades, A Rare Event: A Case Report In A Psychiatric Patient",Journal Of Surgical Case Reports,PubMed,False,,,True,True,,31/01/2025,Case report. 34F intentionally ingested two razor blades.
380,2021,"Al Shaaibi, Raya; Al Waili, Ibrahim",Laparoscopic Retrieval Of Ingested Foreign Body,Oman Medical Journal,PubMed,False,,True,True,True,,02/02/2025,Paediatric study. Case report. 15F ingested knife blade.
382,2021,"Berry, P; Kotha, S",Crying Wolf: The Danger Of Recurrent Intentional Foreign Body Ingestion,Frontline Gastroenterology,Web of Science,False,,,True,True,,02/02/2025,Letter that includes multiple case reports of deliberate ingestion. 
406,2022,"Sharma, J; Riyaz, S; Kilpatrick, Wj",Multi-Disciplinary Approach To Managing Deliberate Foreign Body Ingestion On The Medical Floor,Journal Of The Academy Of Consultation-Liaison Psychiatry,Web of Science,False,,,True,True,,02/02/2025,Case report. 29F ingested 30 thumb tacks and two batteries impulsively. Also multiple other things in hospital. 
409,2022,"Apikotoa, Sharie; Ballal, Helen; Wijesuriya, Ruwan",Endoscopic Foreign Body Retrieval From The Caecum - A Case Report And Push For Intervention Guidelines,International Journal Of Surgery Case Reports,PubMed,False,,,True,True,,02/02/2025,Case report. 35M prisoner deliberate ingestion of 6.5cm nail clippers.
414,2022,"Ali, Ahmed; Mahgoub, Ali M.; Emad, Samar; Abdelfattah, Ahmed H.",Endoscopic Retrieval Of An Ingested Mobile Phone From The Stomach Of A Prisoner: When Gastroenterologists Answer The Call,Cureus,PubMed,False,,,True,True,,02/02/2025,Case report. 35M prisoner intentionally ingested mobile phone 40 days prior.
443,2023,Divsalar P.; Mousa S.H.; Abbasi M.H.,Repeated Intentional Swallowing Of Foreign Objects By An Adolescent Girl Case Report,International Journal Of High Risk Behaviors And Addiction,SCOPUS,False,,True,True,True,,03/02/2025,Case report. 17F repeated intentional ingestions with laparotomy and ovarian injury.
456,2023,"Hardy, John C.; Ashcroft, Cody; Kay, Carl; Liane, Billy-Joe; Horn, Christian",Loose Screws: Removal Of Foreign Bodies From The Lower Gastrointestinal Tract,Cureus,PubMed,False,,,,,,25/03/2025,
471,2024,"Sultan, Noran; Attar, Hanin; Sembawa, Hatem; Alharthi, Hind",A Plastic Bezoar Causing Bowel Obstruction: A Case Of Table Cover Ingestion,International Journal Of Surgery Case Reports,PubMed,False,,,True,True,,03/02/2025,Case report. 58F intentional ingestion of table cloth.
482,2024,"Farhadi, Farbod; Mohtadi, Ahmadreza; Pakmehr, Mostafa; Ghaedamini, Hossein; Shafieian, Fatemeh; Aminifar, Seyed Abolfazl",This Is A Successful Removal Of More Than 450 Pieces Of Metal Objects From A Patient'S Stomach: A Case Report,Journal Of Medical Case Reports,PubMed,False,,,,,,25/03/2025,
484,2024,Fj Buils,Repeated Behavior Of Deliberate Foreign Body Ingestion In A Patient With Psychiatric Disorder,A Case Report. Clin Surg,Google Scholar,False,,,True,True,,03/02/2025,Case report. 29F repeated intentional ingestion of foreign objects.
485,2024,"Bhumi, Sriya; Mago, Sheena; Mavilia-Scranton, Marianna G.; Birk, John W.; Rezaizadeh, Houman",Esophageal Button Battery Retrieval: Time-In May Not Be Everything,Cureus,PubMed,False,,,True,True,,03/02/2025,Case report. 45M intentional ingestion of button battery for secondary gain.
