id,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude_JGE,Reason ID_JGE,Exclude_MS,Reason ID_MS
93,2006.0,"Ayantunde, A.","Ayantunde, A. A.; Oke, T.",International Journal Of Clinical Practice,,PubMed,10.1111/j.1368-5031.2006.00709.x,,A Review Of Gastrointestinal Foreign Bodies,"Gastrointestinal Tract (Git) Foreign Bodies Represent A Significant Clinical Problem In The Emergency Department, Causing A High Degree Of Financial Burden,  Morbidity And Mortality. A Large Variety Of Foreign Bodies Are Accidentally  Ingested Or Inserted Into The Git In Different Age Groups. This A Retrospective  Review Of 38 Patients Who Presented To The Emergency Department With Git Foreign  Bodies Between January 2001 And December 2004. Computer Database And Case Note  Search Of Patients' Personal Data, Nature Of The Foreign Objects And Mode Of  Entry To The Git Were Recorded. There Were 30 Males And Eight Females (M : F  Ratio Of 3.75:1) With An Age Range Of 10 Months To 87 Years (Median Age 25.5  Years). Foreign Body Ingestion/Insertion Was Accidental In 14 Patients,  Deliberate In 11, For Anal Erotism In 11 And As A Result Of Assault In Two Cases.  The Median Time Before Presentation Was 12 H, And The Mean Length Of Hospital  Stay Was 1.7 Days. Treatment Was Conservative In 15 Patients; Five Patients Had  Gastroscopic Retrieval; 15 Patients Underwent Examination Under Anaesthetic,  Retrieval And Proctosigmoidoscopy And Three Patients Underwent Laparotomy For  Impacted Foreign Bodies. Git Foreign Body Ingestion Or Insertion Is Common;  However, Majority Of Cases Can Be Successfully Managed Conservatively.",,False,,False,
367,2021.0,"Mathew, R.","Mathew, Rishi P.; Sarasamma, Sreekutty; Jose, Merin; Toms, Ajith; Jayaram, Vinayak; Patel, Vimal; Low, Gavin",Sa Journal Of Radiology,,PubMed,10.4102/sajr.v25i1.2022,,"Clinical Presentation, Diagnosis And Management Of Aerodigestive Tract Foreign Bodies In The Adult Population: Part 1","In The Adult Population, Foreign Bodies May Be Accidentally Or Intentionally Ingested Or Even Inserted Into A Body Cavity. The Majority Of Accidentally  Ingested Foreign Bodies Pass Through The Alimentary Tract Without Any  Complications And Rarely Require Intervention. Accidentally Ingested Foreign  Bodies Are Usually Fish Bones, Bones Of Other Animals, And Dentures. Oesophageal  Food Impaction Is The Commonest Cause Of Oesophageal Foreign Bodies In The  Western Hemisphere. Intentionally Ingested Foreign Bodies May Be Organic Or  Inorganic, And Often Require Intervention; These Patients Have Either Underlying  Psychological Or Mental Disease Or Are Involved In Illegal Activities Such As  Body Packing, Which Involves Trafficking Narcotics. Imaging Plays A Crucial Role  In Not Only Identifying The Type, Number And Location Of The Foreign Body But  Also In Excluding Any Complications. In This Comprehensive Pictorial Review, We  Provide An Overview Of The Spectrum Of Foreign Bodies Ingested In Adults,  Emphasising The Role Of Various Imaging Modalities, Their Limitations And Common  Foreign Body Mimickers On Imaging.",,False,,False,
478,2024.0,"Kapalu, C.","Kapalu, Cml; Uraizee, O; Lerner, Dg; Thomson, M; Attard, T",Journal Of Pediatric Gastroenterology And Nutrition,,Web of Science,10.1002/jpn3.12114,,Endoscopist Experience With Pediatric Recurrent And Intentional Foreign Body Ingestion Rifbi: Management Considerations And Future Directions,"Objectives And Studyaccidental Foreign Body Ingestion (Fbi) Is A Common Pediatric Referral Concern. In Contrast, Recurrent And Intentional Fbi (Rifbi) Is Infrequent And Associated With Greater Endoscopic And Surgical Intervention In Adults. Although Pediatric Guidelines Exist For Fbi, The Risk And Therapeutic Implications Of Rifbi Are Not Addressed. An Anonymous International Survey On Pediatric Gastroenterologist Experience With Rifbi Was Distributed.Methodsa 33-Item Redcap (C) Survey Was Distributed Via Email To Pediatric Gastroenterologists Identified Through Mailing And Email Lists Obtained From Pediatric Gastroenterology Professional Organizations.Resultsduring 9-12/2021 We Accrued 202 Completed Surveys. Respondents Were From 27 Countries And Across The Career Span. Eighty Percent Reported Experience With Rifbi; 74% Reported Seeing <= 3 Patients With Rifbi Within The Past 24 Months And 4% Reported Seeing >= 6. Of Those Who Treated Rifbi, 38% Reported An Average Number Of Annual Ingestions Per Patient Was >= 5. Frequent Morbidity But Not Mortality Was Reported. Half Reported Adherence To Fbi Guidelines. Later-Career Endoscopists Treated Rifbi More Aggressively Than Accidental Ingestion. Ninety-Six Percent Noted That Patients With Rifbi Had Psychiatric Comorbidities. Providers At Academic Medical Centers Reported Referring To Behavioral Health More Than Those In Other Settings.Resultsduring 9-12/2021 We Accrued 202 Completed Surveys. Respondents Were From 27 Countries And Across The Career Span. Eighty Percent Reported Experience With Rifbi; 74% Reported Seeing <= 3 Patients With Rifbi Within The Past 24 Months And 4% Reported Seeing >= 6. Of Those Who Treated Rifbi, 38% Reported An Average Number Of Annual Ingestions Per Patient Was >= 5. Frequent Morbidity But Not Mortality Was Reported. Half Reported Adherence To Fbi Guidelines. Later-Career Endoscopists Treated Rifbi More Aggressively Than Accidental Ingestion. Ninety-Six Percent Noted That Patients With Rifbi Had Psychiatric Comorbidities. Providers At Academic Medical Centers Reported Referring To Behavioral Health More Than Those In Other Settings.Conclusionmost Gastroenterologists Surveyed Reported Encountering Rfbi Several Times A Year And In Patients With Psychiatric Comorbidities. Greater Likelihood Of Adverse Outcomes Associated With Endoscopy Was Reported. Most Reported Referral To Behavioral Health And Few Had Rifbi Management Protocols. A Broader Spectrum Of Psychologic Comorbidities In The Pediatric Population With Rifbi, Notably Depression And Autism Spectrum Disorder, Were Reported. Image Rifbi In Adults Is Associated With Psychiatric Comorbidity, Increased Treatment Complications, And High Treatment Cost Little Is Known About Rifbi In Pediatrics And How Intentional Ingestion Impacts Endoscopic Managementwhat Is New Our International Survey Suggests That While Prevalence Of Rifbi In Pediatrics Is Low, Reoccurrence Is High (E.G., 1/3 Respondents Reported Seeing Rifbi Patients Presenting With >= 5 Ingestions Annually) Psychiatric Comorbidities, Including Multiple Morbidities, Are Overwhelmingly Present In Pediatric Rifbi High Rates Of Morbidity Are Reported In Treatment Of Rifbi Coordinated Multidisciplinary Care, Including Behavioral Health, May Help To Reduce Recurrence",,False,,False,
68,2000.0,"Miller, G.",Gw Miller,,GW Miller - 2000 - books.google.com,Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=jZv0DwAAQBAJ&oi=fnd&pg=PR13&dq=King+Of+Hearts:+The+True+Story+Of+The+Maverick+Who+Pioneered+Open+Heart+Surgery+gw+miller+2000&ots=hiSKy5RAhY&sig=y-DTJsiU5BNCJiNxWWo3u91ePRk&redir_esc=y#v=onepage&q=King%20Of%20Hearts%3A%20The%20True%20Story%20Of%20The%20Maverick%20Who%20Pioneered%20Open%20Heart%20Surgery%20gw%20miller%202000&f=false,King Of Hearts: The True Story Of The Maverick Who Pioneered Open Heart Surgery,"Few Of The Great Stories Of Medicine Are As Palpably Dramatic As The Invention Of Open-Heart Surgery, Yet, Until Now, No Journalist Has Ever Brought All Of The Thrilling Specifics Of This ...",Abstract not available,True,2.0,True,2.0
438,2023.0,"Rappaport, S.","Rappaport, Stephen H.; Vineyard, Tedd; Hack, Madelaine; Shah, Tanya; Dooley, Joseph W.",American Journal Of Health-System Pharmacy : Ajhp : Official Journal Of The American Society Of Health-System Pharmacists,,PubMed,10.1093/ajhp/zxac380,,Lanthanum Masquerading As Foreign Body Ingestion In A Critically Ill Patient With End-Stage Renal Disease,"Purpose: Medication Use May Affect Imaging Results. In This Case Study, We Report A Case Of Lanthanum Ingestion Resulting In Imaging Consistent With Ingested  Metallic Foreign Bodies. Summary: Hyperphosphatemia Affects Most Patients With  End-Stage Renal Disease (Esrd) And Is Associated With Morbidity And Mortality.  Lanthanum Carbonate Reduces Daily Phosphate Absorption And Is Indicated As A  Non-Calcium-Based Phosphate Binder In Patients With Esrd. A 58-Year-Old Man With  A Medical History Of Stage 5 Chronic Kidney Disease Was Admitted To The Intensive  Care Unit (Icu) For Hyperkalemia And Acute Respiratory Failure After A Missed  Dialysis Session. He Required Vasopressors, Intubation, And Continuous Renal  Replacement Therapy. Admission Imaging Demonstrated Several Ingested Metallic  Foreign Bodies Within The Colon. There Was Consideration Of Colorectal Surgery  And Gastroenterology Consultation. On The Initial Medication Reconciliation, No  Medications That Would Have The Radiographic Appearance Of Ingested Metallic  Foreign Bodies Were Identified. On Further Review Of Prescription Data Available  Through The Electronic Medical Record, It Was Noted That The Patient Had Recently  Filled A Prescription For Lanthanum Despite Its Apparent Discontinuation On A  Previous Admission. After Interviewing The Patient'S Wife, It Was Confirmed That  The Patient Had Continued Taking Lanthanum And That He Was Swallowing It Whole  And Not Chewing It. No Consultations Or Interventions Were Performed, And The  Metallic Foreign Bodies Were No Longer Present On Further Imaging After A Period  Of 35 Days. Conclusion: Escalation Of Care Was Avoided In This Patient Due To The  Performance Of Diligent Medication Reconciliation And Recognition Of The Impact  Of Lanthanum Ingestion On Imaging.",,True,2.0,True,3.0
76,2002.0,"Brenner, R.","Rr Simon, Be Brenner",,"RR Simon, BE Brenner - 2002 - books.google.com",Google Scholar,,"https://books.google.lk/books?hl=en&lr=&id=dUkQOSA77-8C&oi=fnd&pg=PR19&dq=RR+Simon,+BE+Brenner+-+2002+emergency+procedures+and+techniquea&ots=tjnhRZX20Z&sig=LxyCOdiRe1JQJTgze0RZ6tsVzcA&redir_esc=y#v=onepage&q=RR%20Simon%2C%20BE%20Brenner%20-%202002%20emergency%20procedures%20and%20techniquea&f=false",Emergency Procedures And Techniques,"This Thoroughly Updated Fourth Edition Is A Must For Residents And Practitioners Who Need A Practical, Clear, And Readable Guide To Emergency Medicine Procedures. The Book Provides ...",Abstract not available,True,5.0,True,2.0
140,2010.0,"Kleiman..., B.","B Joseph, J Antrim, Dg Kleiman...",Wild Mammals In ...,"B Joseph, J Antrim, DG Kleiman... - Wild mammals in ..., 2010 - books.google.com",Google Scholar,,https://books.google.com/books?hl=en&lr=&id=a1vev5hf7o8c&oi=fnd&pg=pa181&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=ocak4ehb_n&sig=kpmgjufub-jij8fpgnhzlsh3190,Special Considerations For The Maintenance Of Marine Mammals In Captivity,"Marine Mammals Are A Unique Group Of Warm-Blooded Animals That, With The Exception Of A Few Freshwater Species, Make Their Living From The Sea. However, Marine Mammals Did Not ...","Zoos, aquaria, and wildlife parks are vital centers of animal conservation and management. For nearly fifteen years, these institutions have relied on Wild Mammals in Captivity as the essential reference for their work. Now the book reemerges in a completely updated second edition. Wild Mammals in Captivity presents the most current thinking and practice in the care and management of wild mammals in zoos and other institutions. In one comprehensive volume, the editors have gathered the most current information from studies of animal behavior; advances in captive breeding; research in physiology, genetics, and nutrition; and new thinking in animal management and welfare.

In this edition, more than three-quarters of the text is new, and information from more than seventy-five contributors is thoroughly updated. The standard text for all courses in zoo biology, Wild Mammals in Captivity will, in its new incarnation, continue to be used by zoo managers, animal caretakers, researchers, and anyone with an interest in how to manage animals in captive conditions. ",True,4.0,True,2.0
2,1883.0,"Howe, A.",Aj Howe,,AJ Howe - 1883 - books.google.com,Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=Ytbwai27-EMC&oi=fnd&pg=PR9&dq=A+Practical+And+Systematic+Treatise+On+Fractures+And+Dislocations+a+howe+1883&ots=ewjRr1KPpS&sig=kwjZ1Fue_VActBkABNAKBanP3eU&redir_esc=y#v=onepage&q=A%20Practical%20And%20Systematic%20Treatise%20On%20Fractures%20And%20Dislocations%20a%20howe%201883&f=false,A Practical And Systematic Treatise On Fractures And Dislocations,"37. Fracture Of The Shaft Of The Humerus...... Page. 123 124 38. Dressing For Fracture Of The Shaft Of The Humerus............. 39. Diastasis, Or Separation Of The Lower Epiphysis Of The Humerus.....",Abstract not available,True,2.0,True,2.0
79,2003.0,"Mcquirter, J.","Mcquirter, Joseph L.; Rothenberg, Stephen J.; Dinkins, Gracie A.; Norris, Keith; Kondrashov, Vladislav; Manalo, Mario; Todd, Andrew C.",Journal Of Oral And Maxillofacial Surgery : Official Journal Of The American Association Of Oral And Maxillofacial Surgeons,,PubMed,10.1053/joms.2003.50117,,Elevated Blood Lead Resulting From Maxillofacial Gunshot Injuries With Lead Ingestion,"Purpose: The Purpose Of This Study Was To Identify The Contribution Of Ingested Lead Particles To Elevated Blood Lead Concentrations In Victims Of Gunshot Injury  To The Maxillofacial Region. Patients And Methods: As Part Of A Larger Study Of  The Effects Of Retained Lead Bullets On Blood Lead, A Retrospective Review Of  Study Findings Was Completed On 5 Of 8 Patients Who Sustained Injuries To The  Maxillofacial Region. These 5 Patients Were Recruited Into The Larger Study  Within 11 Days Of Injury And Showed A Penetration Path For The Projectile That  Engaged The Upper Aerodigestive Tract. All Subjects Were Recruited From Patients  Presenting For Care Of Their Gunshot Injuries To A Large Inner-City Trauma Center  With A Retained Bullet Resulting From A Gunshot Injury. An Initial Blood Lead  Level Was Measured For All Recruited Patients And Repeated 1 To 17 Weeks Later.  Medical History Was Taken Along With A Screening And Risk Factor Questionnaire To  Determine Other Potential Or Actual Sources (Occupational/Recreational) Of Lead  Exposure. (109)Cd K-Shell X-Ray Fluorescence Determinations Of Bone Lead Were  Completed To Determine Past Lead Exposure Not Revealed By Medical History And  Risk Factor Questionnaire. Radiographs Taken Of The Abdomen And Chest, Required  As A Part Of The Patient'S Hospital Care, Were Retrospectively Reviewed For Signs  Of Metallic Fragments Along The Aerodigestive Tract. Results: All 5 Patients  Retained Multiple Lead Pellets Or Fragments At The Site Of Injury, Sustained  Fractures Of The Facial Bones, And Showed Increases In Blood Lead. Three Of The 5  Study Subjects Who Sustained Maxillofacial Gunshot Injuries Involving The Mouth,  Nose, Or Throat Region Showed Metallic Densities Along The Gastrointestinal Tract  Indicative Of Ingested Bullet Fragments. Each Patient With Ingested Bullet  Fragments Showed Rapid Elevation Of Blood Lead Exceeding 25 Microg/Dl And  Sustained Increases Well Beyond The Time When All Ingested Fragments Were  Eliminated. A 3-Year Follow-Up On These 3 Patients Showed Significantly Sustained  Elevation Of Blood Lead But Less Than That Observed During The Initial 6 Months  After Injury. None Of The 5 Study Subjects Showed Any Evidence Of Metallic  Foreign Bodies Within The Tracheobronchial Regions Indicative Of Aspiration.  Conclusion: Ingestion Of Lead Fragments Can Result From Gunshot Injuries To The  Maxillofacial Region And May Substantially Contribute To A Rapid Increase In  Blood Lead Level. Prompt Diagnosis And Elimination Of Ingested Lead Fragments Are  Essential Steps Necessary To Prevent Lead Being Absorbed From The  Gastrointestinal Tract. Increased Blood Lead In Victims After Gunshot Injuries  Must Be Fully Evaluated For All Potential Sources, Including Recent Environmental  Exposure, Absorption Of Lead From Any Remaining Bullets In Body Tissues, And The  Possibility Of Mobilization Of Lead From Long-Term Body Stores Such As Bone.",,True,2.0,True,2.0
208,2014.0,"Attewell, N.",N Attewell,,N Attewell - 2014 - books.google.com,Google Scholar,,"https://books.google.lk/books?hl=en&lr=&id=azXJAgAAQBAJ&oi=fnd&pg=PP1&dq=Better+Britons:+Reproduction,+Nation,+And+The+Afterlife+Of+Empire+attewell+2014&ots=pQrDZ0ENcK&sig=i2J04MSWl_TzAIlsIyisrHWqDsQ&redir_esc=y#v=onepage&q=Better%20Britons%3A%20Reproduction%2C%20Nation%2C%20And%20The%20Afterlife%20Of%20Empire%20attewell%202014&f=false","Better Britons: Reproduction, Nation, And The Afterlife Of Empire","In 1932, Aldous Huxley Published Brave New World, His Famous Novel About A Future In Which Humans Are Produced To Spec In Laboratories. Around The Same Time, Australian Legislators ...",Abstract not available,True,5.0,True,2.0
195,2014.0,"Yu, H.","Yu, Hong; Wu, Shuodong; Yu, Xiaopeng; Zhang, Quan",American Journal Of Emergency Medicine,,PubMed,10.1016/j.ajem.2013.10.007,,Single-Incision Laparoscopic Surgery For Ingested Foreign Body Removal,"This Report Presents A 16-Year-Old Adolescent Boy With Intentional Ingestion Of A 6-Cm-Length Iron Nail In Detention Center 6 Hours Ago. There Was No Symptom And  Sign Of Acute Abdominal Pain. Abdominal Computed Tomographic Scan Was Performed,  And An Iron Nail Was Found In The Left Upper Quadrant Abdomen. Considering The  Size, Shape, And Location Of The Foreign Body, Emergency Surgery Was Performed  Using Single-Incision Laparoscopic Surgery Approach. Multiple Trocars In  Umbilical Incision Technique And Conventional Instruments Were Used. After  Identification Of The Foreign Body In Jejunum By Alternative Clamping Of Small  Bowel, Enterostomy Was Made, And Extracorporeal Suturing Was Performed. The  Operation Time Was 1 Hour Without Blood Loss During The Surgery. The Patient Left  The Bed 6 Hours After The Surgery. Bowel Function Recovered, And The Gastric Tube  Was Removed On Postoperative Day 2. No Painkiller Was Used After The Surgery. The  Patient Was Discharged On Postoperative Day 3 Without Any Complication. To Our  Knowledge, It Is The First Report On Removal Of Ingested Foreign Body Located In  Jejunum Using Single-Incision Laparoscopic Surgery Technique.",,False,,False,
314,2019.0,"Kumar, R.","Kumar, Ranesh; Soni, Nikhil; Bhardwaj, Suraj; Bhoil, Rohit; Gupta, Suresh C.",Internal And Emergency Medicine,,PubMed,10.1007/s11739-019-02183-4,,Intentional Foreign Body Ingestion,,,False,,False,
0,0.0,"Listed, N.",Yee A,,A Yee,Google Scholar,,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&inst=7421307413561760588&q=K9+Tactical+Emergency+Casualty+Care+a+yee&btnG=,K9 Tactical Emergency Casualty Care,,Abstract not available,True,4.0,True,2.0
11,1917.0,"Benedetto, M.",M Di Benedetto,Rehabilitation Of The Injured ...,"M DI BENEDETTO - REHABILITATION OF THE INJURED ..., 1917 - upload.wikimedia.org",Google Scholar,,https://upload.wikimedia.org/wikipedia/commons/8/8d/rehabilitation_of_the_injured_combatant_volume_1_%28ia_rehabilitationoftheinjuredcombatantvolume1%29.pdf#page=287,Cranial Neuropathies: Electro-Diagnosis And Management,"Conclusion * Colonel Medical Corps, Us Army (Ret); Formerly, Assistant To The Deputy Commanding General, Us Army Training Command, Fort Monroe, Virginia; Currently, Professor...",Abstract not available,True,5.0,True,2.0
84,2004.0,Rodríguez H.,"Rodríguez Hermosa, J. I.; Roig García, J.; Ruiz Feliú, B.; Gironès Vilà, J.; Codina Cazador, A.; Pont Vallès, J.; Figa Francesch, M.; González Huix, F.; Acero Fernández, D.",Gastroenterologia Y Hepatologia,,PubMed,10.1016/s0210-5705(03)70521-4,,Recurrent Ingestion Of Foreign Bodies And Abdominal Self-Injury As A Form Of Attempted Suicide,"Accidental Ingestion Of Foreign Bodies Is Fairly Common In The General Population. However, Recurrent, Deliberate Ingestion Of Foreign Bodies Associated  With Continual Abdominal Self-Mutilation With Blunt Objects Is Extremely Unusual.  We Present The Case Of A Young Woman With An Underlying Psychiatric Disorder Who  Repeatedly Presented To The Emergency Department Of Our Hospital For Attempted  Suicide. The Most Frequent Reason For Presenting To The Emergency Department Was  Ingestion Of Multiple Objects, Usually Sharp Metal Objects, Frequently Associated  With Abdominal Self-Mutilation Using A Sharp Instrument. Treatment Consisted Of  Extraction Of The Foreign Bodies Through Upper Gastrointestinal Endoscopy Or  Abdominal Surgery. The Patient Has Survived All These Attempts With Minimal  Morbidity.",,False,,False,
225,2015.0,"Kim, E.","Kim, Ey; Min, Yg; Bista, Ab; Park, Kj; Kang, Dk; Sun, Js",American Journal Of Roentgenology,,Web of Science,10.2214/ajr.15.14353,,Usefulness Of Ultralow-Dose Submillisievert Chest Ct Using Iterative Reconstruction For Initial Evaluation Of Sharp Fish Bone Esophageal Foreign Body,"Objective. The Purpose Of This Article Was To Evaluate The Usefulness Of Ultralow-Dose Chest Ct As An Initial Imaging Study For Evaluation Of Sharp Fish Bone Esophageal Foreign Body (Fb). Materials And Methods. A Total Of 57 Subjects Who Underwent Ultralow-Dose Chest Ct Were Included In This Retrospective Study. All Subjects Had A History Of Ingestion And Symptoms Of Esophageal Fb. All Ultralow-Dose Chest Ct Data Were Reconstructed Twice, Once With Filtered Back Projection (Fbp) And Once With Iterative Reconstruction, And Three Observers Reviewed The Images Independently. Roc Analysis Was Used To Evaluate Diagnostic Performance Of Ultralow-Dose Chest Ct. Intraclass Correlation Coefficient (Icc) Was Calculated For Analysis Of Interobserver Agreement. Results. Among 57 Patients, 42 Were Confirmed As Having Esophageal Fb. Significant Objective Noise Reduction Of Mediastinum Was Achieved Using An Iterative Reconstruction Technique. Subjective Image Noise Of Iterative Reconstruction Was Significantly Better Than That Of Fbp. Overall Diagnostic Performance Of Ultralow-Dose Chest Ct For Esophageal Fb Of Iterative Reconstruction (Auc = 0.999) Was Significantly Better Than That Of Fbp (Auc = 0.95) (P = 0.02). Interobserver Agreement Was Greater For Iterative Reconstruction (Icc = 0.944) Than For Fbp (Icc = 0.778). Conclusion. Ultralow-Dose Chest Ct Using Iterative Reconstruction Provided Satisfactory Diagnostic Image Quality For Identifying Fish Bone Esophageal Fb With Reduced Radiation Dose And High Observer Accuracy. Therefore, Ultralow-Dose Chest Ct Would Be Adequate As A First-Line Imaging Modality For Fish Bone Esophageal Fb.",,False,,False,
